game_id,Clusters,season
28500361,2,0
28500355,2,0
28500357,2,0
28500362,2,0
28500365,2,0
28500363,2,0
28500366,2,0
28500367,2,0
28500364,2,0
28500371,2,0
28500369,2,0
28500370,2,0
28500368,2,0
28500374,2,0
28500373,2,0
28500372,2,0
28500382,2,0
28500378,2,0
28500379,2,0
28500381,2,0
28500380,2,0
28500375,2,0
28500376,2,0
28500377,2,0
28500384,2,0
28500383,2,0
28500387,2,0
28500386,2,0
28500385,0,0
28500391,2,0
28500389,2,0
28500392,0,0
28500394,2,0
28500390,0,0
28500388,2,0
28500393,2,0
28500395,2,0
28500399,2,0
28500401,2,0
28500398,0,0
28500400,2,0
28500397,2,0
28500396,2,0
28500403,2,0
28500402,0,0
28500404,2,0
28500405,0,0
28500407,2,0
28500406,2,0
28500408,2,0
28500411,2,0
28500410,2,0
28500412,2,0
28500409,2,0
28500418,2,0
28500419,2,0
28500417,2,0
28500420,2,0
28500413,0,0
28500414,2,0
28500416,2,0
28500421,0,0
28503001,2,0
28500422,2,0
28500425,2,0
28500423,2,0
28500424,0,0
28500428,2,0
28500426,2,0
28500427,2,0
28500429,2,0
28500432,2,0
28500431,2,0
28500434,2,0
28500433,2,0
28500430,2,0
28500437,2,0
28500001,2,0
28500441,2,0
28500436,2,0
28500438,2,0
28500439,2,0
28500440,2,0
28500435,2,0
28500444,2,0
28500442,2,0
28500443,2,0
28500448,2,0
28500449,2,0
28500447,2,0
28500446,2,0
28500450,2,0
28500451,2,0
28500445,2,0
28500452,2,0
28500457,2,0
28500453,2,0
28500459,2,0
28500455,2,0
28500454,2,0
28500458,2,0
28500456,2,0
28500463,2,0
28500462,2,0
28500461,2,0
28500464,2,0
28500460,2,0
28500468,2,0
28500469,2,0
28500466,2,0
28500467,2,0
28500465,2,0
28500471,0,0
28500474,2,0
28500472,2,0
28500470,2,0
28500473,2,0
28500475,2,0
28500476,2,0
28500478,2,0
28500477,2,0
28500479,2,0
28500480,2,0
28500483,2,0
28500482,2,0
28500481,2,0
28500484,2,0
28500487,2,0
28500489,2,0
28500485,2,0
28500486,2,0
28500488,2,0
28500490,2,0
28500491,2,0
28500493,2,0
28500498,2,0
28500496,2,0
28500494,2,0
28500500,2,0
28500495,2,0
28500497,2,0
28500492,0,0
28500499,2,0
28500501,2,0
28500503,2,0
28500502,2,0
28500506,2,0
28500508,2,0
28500505,2,0
28500504,2,0
28500507,2,0
28500513,2,0
28500512,2,0
28500515,2,0
28500510,2,0
28500516,2,0
28500514,2,0
28500511,2,0
28500509,2,0
28500518,2,0
28500517,2,0
28500521,0,0
28500519,2,0
28500520,2,0
28500526,2,0
28500522,2,0
28500524,0,0
28500525,2,0
28500527,2,0
28500528,2,0
28500523,2,0
28500531,2,0
28500535,2,0
28500533,2,0
28500530,2,0
28500529,2,0
28500532,2,0
28500534,2,0
28500541,2,0
28500542,2,0
28500540,2,0
28500537,2,0
28500536,2,0
28500538,2,0
28500539,2,0
28500546,0,0
28500545,2,0
28500543,2,0
28500544,2,0
28500549,2,0
28500548,2,0
28500547,2,0
28500554,2,0
28500555,2,0
28500557,2,0
28500556,0,0
28500553,2,0
28500552,2,0
28500550,2,0
28500551,2,0
28500559,0,0
28500558,2,0
28500567,2,0
28500563,2,0
28500569,2,0
28500566,2,0
28500565,2,0
28500564,2,0
28500562,2,0
28500560,2,0
28500561,2,0
28500568,2,0
28500573,2,0
28500575,2,0
28500576,2,0
28500571,2,0
28500570,2,0
28500577,2,0
28500572,2,0
28500574,2,0
28500578,2,0
28500582,2,0
28500583,2,0
28500579,2,0
28500580,2,0
28500581,2,0
28500591,0,0
28500590,2,0
28500589,2,0
28500586,2,0
28500587,2,0
28500585,2,0
28500584,2,0
28500588,2,0
28500593,2,0
28500592,2,0
28500595,2,0
28500594,0,0
28500596,2,0
28500602,2,0
28500599,2,0
28500598,2,0
28500597,0,0
28500600,2,0
28500601,2,0
28500603,2,0
28500606,2,0
28500604,2,0
28500605,2,0
28500607,2,0
28500609,2,0
28500608,0,0
28500612,0,0
28500616,2,0
28500613,2,0
28500611,2,0
28500614,2,0
28500610,2,0
28500615,2,0
28500619,2,0
28500618,2,0
28500620,2,0
28500617,0,0
28500627,2,0
28500621,2,0
28500624,0,0
28500626,0,0
28500622,2,0
28500623,2,0
28500625,2,0
28500628,2,0
28500629,2,0
28500630,2,0
28500631,2,0
28500634,2,0
28500636,2,0
28500638,2,0
28500632,2,0
28500639,2,0
28500635,2,0
28500637,2,0
28500633,2,0
28500640,2,0
28500641,2,0
28500646,2,0
28500642,2,0
28500643,2,0
28500644,2,0
28500645,2,0
28500650,2,0
28500648,2,0
28500647,2,0
28500649,2,0
28500652,2,0
28500653,2,0
28500654,2,0
28500656,2,0
28500651,2,0
28500655,2,0
28500664,2,0
28500663,2,0
28500658,2,0
28500657,2,0
28500660,0,0
28500661,2,0
28500659,2,0
28500662,2,0
28500666,2,0
28500667,2,0
28500668,2,0
28500665,2,0
28500669,2,0
28500672,2,0
28500671,2,0
28500670,2,0
28500673,2,0
28500681,2,0
28500676,2,0
28500682,0,0
28500680,2,0
28500679,2,0
28500675,2,0
28500674,2,0
28500678,2,0
28500683,2,0
28500687,2,0
28500685,2,0
28500686,2,0
28500684,2,0
28500688,2,0
28500689,2,0
28500692,2,0
28500691,2,0
28500693,2,0
28500694,2,0
28500696,2,0
28500695,2,0
28500697,2,0
28500703,2,0
28500690,2,0
28500699,2,0
28500700,0,0
28500705,2,0
28500702,2,0
28500701,2,0
28500698,2,0
28500704,0,0
28500709,2,0
28500708,2,0
28500707,2,0
28500710,2,0
28500706,2,0
28500711,2,0
28500715,2,0
28500712,2,0
28500714,2,0
28500713,2,0
28500717,2,0
28500723,2,0
28500721,2,0
28500724,2,0
28500718,2,0
28500719,2,0
28500722,2,0
28500716,2,0
28500720,2,0
28500725,2,0
28500730,2,0
28500726,2,0
28500727,2,0
28500729,2,0
28500728,2,0
28500736,2,0
28500734,2,0
28500733,0,0
28500735,2,0
28500731,2,0
28500732,2,0
28500739,2,0
28500740,2,0
28500738,2,0
28500742,2,0
28500746,2,0
28500741,2,0
28500743,2,0
28500745,2,0
28500747,2,0
28500744,2,0
28500753,2,0
28500748,2,0
28500754,2,0
28500751,2,0
28500755,2,0
28500752,2,0
28500749,2,0
28500750,2,0
28500758,2,0
28500759,2,0
28500757,2,0
28500756,2,0
28500767,2,0
28500763,2,0
28500761,2,0
28500766,2,0
28500760,2,0
28500764,0,0
28500762,2,0
28500765,2,0
28500773,2,0
28500772,2,0
28500771,2,0
28500768,2,0
28500770,2,0
28500769,2,0
28500774,2,0
28500778,2,0
28500777,2,0
28500776,2,0
28500775,2,0
28500779,2,0
28500781,2,0
28500783,2,0
28500780,2,0
28500782,2,0
28500784,2,0
28500792,2,0
28500793,2,0
28500791,0,0
28500790,2,0
28500786,2,0
28500785,0,0
28500789,2,0
28500788,2,0
28500787,2,0
28500797,2,0
28500798,0,0
28500799,2,0
28500794,2,0
28500796,2,0
28500795,2,0
28500800,2,0
28500802,2,0
28500801,0,0
28500803,2,0
28500807,2,0
28500808,2,0
28500806,2,0
28500805,2,0
28500810,2,0
28500804,2,0
28500809,2,0
28500816,2,0
28500817,2,0
28500812,2,0
28500814,0,0
28500815,2,0
28500818,2,0
28500813,2,0
28500811,2,0
28500819,2,0
28500820,2,0
28500821,2,0
28500824,2,0
28500822,2,0
28500823,2,0
28500826,2,0
28500825,2,0
28500830,2,0
28500828,0,0
28500831,2,0
28500829,2,0
28500827,2,0
28500832,0,0
28500835,2,0
28500834,2,0
28500836,2,0
28500833,2,0
28500839,2,0
28500837,2,0
28500838,2,0
28500840,2,0
28500842,2,0
28500841,2,0
28500843,2,0
28500844,2,0
28500846,2,0
28500677,2,0
28500845,2,0
28500848,2,0
28500847,2,0
28500849,2,0
28500855,2,0
28500852,2,0
28500857,2,0
28500851,0,0
28500856,2,0
28500853,2,0
28500854,0,0
28500850,2,0
28500860,2,0
28500858,2,0
28500859,0,0
28500861,2,0
28500866,2,0
28500867,2,0
28500871,2,0
28500863,2,0
28500865,2,0
28500870,2,0
28500868,2,0
28500872,2,0
28500869,2,0
28500862,2,0
28500864,2,0
28500873,2,0
28500877,2,0
28500876,2,0
28500875,2,0
28500874,2,0
28500879,2,0
28500883,2,0
28500882,2,0
28500881,2,0
28500878,2,0
28500880,2,0
28500888,2,0
28500885,2,0
28500884,2,0
28500887,2,0
28500886,2,0
28500890,2,0
28500893,2,0
28500895,2,0
28500894,2,0
28500891,0,0
28500892,2,0
28500889,2,0
28500897,2,0
28500896,2,0
28500899,2,0
28500898,2,0
28500902,2,0
28500904,2,0
28500903,2,0
28500901,2,0
28500900,2,0
28500909,2,0
28500905,2,0
28500907,2,0
28500908,2,0
28500910,2,0
28500911,2,0
28500906,2,0
28500912,2,0
28500914,2,0
28500913,2,0
28500737,2,0
28500919,2,0
28500917,2,0
28500915,2,0
28500916,2,0
28500920,2,0
28500918,2,0
28500921,2,0
28500924,2,0
28500923,2,0
28500922,2,0
28500925,2,0
28500926,2,0
28500932,2,0
28500931,2,0
28500933,2,0
28500927,2,0
28500929,2,0
28500930,2,0
28500928,2,0
28500939,0,0
28500938,2,0
28500935,2,0
28500937,2,0
28500936,2,0
28500934,2,0
48500151,2,0
48500104,2,0
48500101,2,0
48500131,2,0
48500121,2,0
48500111,2,0
48500161,2,0
48500003,2,0
48500152,2,0
48500132,2,0
48500142,2,0
48509102,2,0
48500182,2,0
48500172,2,0
48500112,2,0
48500162,2,0
48500183,0,0
48500005,2,0
48500153,2,0
48500103,2,0
48500113,2,0
48500163,2,0
48500143,2,0
48500173,0,0
48500164,2,0
48500184,2,0
48500174,2,0
48500134,2,0
48500231,2,0
48500125,2,0
48500221,2,0
48503001,2,0
48500232,2,0
48500211,2,0
48500105,2,0
48500222,2,0
48500242,2,0
48500203,2,0
48500223,2,0
48500233,2,0
48500243,2,0
48500224,2,0
48500234,2,0
48500204,2,0
48500214,2,0
48500147,2,0
48500235,2,0
48500011,2,0
48500215,2,0
48500226,2,0
48500236,2,0
48500216,2,0
48500321,2,0
48500217,2,0
48500322,2,0
48500301,2,0
48500302,2,0
48500313,2,0
48500303,2,0
48500304,0,0
48500314,2,0
48500315,2,0
48500064,2,0
48500065,2,0
48500066,2,0
48500067,2,0
48500068,2,0
48500406,2,0
28600005,2,1
28600002,2,1
28600007,2,1
28600004,2,1
28600001,2,1
28600003,2,1
28600008,0,1
28600006,2,1
28600009,2,1
28600012,2,1
28600015,2,1
28600018,2,1
28600017,0,1
28600014,2,1
28600019,2,1
28600020,2,1
28600010,2,1
28600011,2,1
28600016,2,1
28600013,2,1
28600022,2,1
28600021,2,1
28600024,2,1
28600030,2,1
28600029,0,1
28600028,2,1
28600032,2,1
28600023,2,1
28600026,2,1
28600031,2,1
28600027,2,1
28600025,2,1
28600038,2,1
28600033,2,1
28600035,2,1
28600034,2,1
28600036,2,1
28600037,2,1
28600040,2,1
28600042,2,1
28600039,2,1
28600041,2,1
28600050,0,1
28600047,2,1
28600044,2,1
28600046,0,1
28600043,2,1
28600049,2,1
28600045,2,1
28600048,2,1
28600056,2,1
28600057,0,1
28600053,2,1
28600054,2,1
28600051,2,1
28600052,2,1
28600055,2,1
28600058,2,1
28600059,2,1
28600069,2,1
28600060,2,1
28600065,2,1
28600068,2,1
28600064,2,1
28600062,2,1
28600061,2,1
28600063,2,1
28600066,2,1
28600067,2,1
28600075,2,1
28600071,2,1
28600074,2,1
28600073,2,1
28600070,0,1
28600072,2,1
28600078,2,1
28600077,2,1
28600079,2,1
28600076,2,1
28600080,2,1
28600081,2,1
28600084,2,1
28600082,2,1
28600083,2,1
28600085,2,1
28600088,2,1
28600087,2,1
28600091,2,1
28600089,2,1
28600092,2,1
28600086,2,1
28600093,2,1
28600090,2,1
28600097,2,1
28600095,2,1
28600096,2,1
28600094,2,1
28600098,2,1
28600104,2,1
28600100,2,1
28600099,2,1
28600102,0,1
28600101,2,1
28600103,2,1
28600108,2,1
28600106,2,1
28600107,2,1
28600105,2,1
28600110,2,1
28600109,2,1
28600111,2,1
28600115,0,1
28600114,2,1
28600113,2,1
28600112,2,1
28600116,2,1
28600122,2,1
28600120,2,1
28600123,2,1
28600117,2,1
28600119,2,1
28600118,2,1
28600121,2,1
28600127,2,1
28600132,0,1
28600129,2,1
28600125,2,1
28600128,2,1
28600126,0,1
28600130,2,1
28600131,2,1
28600124,2,1
28600135,2,1
28600133,2,1
28600134,2,1
28600136,2,1
28600137,2,1
28600141,2,1
28600138,2,1
28600142,2,1
28600140,2,1
28600139,2,1
28600143,2,1
28600147,2,1
28600150,2,1
28600146,0,1
28600152,2,1
28600148,2,1
28600145,2,1
28600144,2,1
28600149,2,1
28600151,2,1
28600157,2,1
28600160,2,1
28600158,2,1
28600156,2,1
28600153,2,1
28600161,2,1
28600155,2,1
28600159,2,1
28600154,2,1
28600163,2,1
28600166,2,1
28600167,2,1
28600162,2,1
28600165,2,1
28600164,2,1
28600170,2,1
28600169,2,1
28600168,2,1
28600175,2,1
28600178,0,1
28600176,2,1
28600171,2,1
28600179,2,1
28600172,2,1
28600177,2,1
28600174,2,1
28600173,2,1
28600183,2,1
28600181,2,1
28600182,2,1
28600184,2,1
28600180,2,1
28600189,0,1
28600186,2,1
28600188,2,1
28600185,2,1
28600190,2,1
28600187,2,1
28600197,2,1
28600196,2,1
28600195,2,1
28600193,2,1
28600191,2,1
28600194,2,1
28600192,2,1
28600200,2,1
28600198,2,1
28600201,0,1
28600202,2,1
28600205,2,1
28600203,2,1
28600199,2,1
28600204,2,1
28600207,2,1
28600206,2,1
28600209,2,1
28600208,2,1
28600211,2,1
28600210,2,1
28600212,2,1
28600213,2,1
28600221,2,1
28600218,2,1
28600217,2,1
28600222,2,1
28600216,2,1
28600215,2,1
28600220,2,1
28600219,2,1
28600214,2,1
28600223,2,1
28600225,2,1
28600226,2,1
28600224,2,1
28600227,2,1
28600233,2,1
28600230,2,1
28600231,2,1
28600234,2,1
28600228,0,1
28600232,2,1
28600229,2,1
28600240,2,1
28600243,2,1
28600242,2,1
28600239,2,1
28600244,2,1
28600236,2,1
28600237,2,1
28600235,0,1
28600238,2,1
28600245,2,1
28600241,2,1
28600246,2,1
28600251,2,1
28600254,0,1
28600256,2,1
28600248,2,1
28600253,2,1
28600257,2,1
28600249,2,1
28600255,0,1
28600252,2,1
28600250,2,1
28600247,2,1
28600259,0,1
28600261,2,1
28600258,2,1
28600260,2,1
28600262,2,1
28600265,2,1
28600267,0,1
28600263,2,1
28600264,2,1
28600268,0,1
28600266,2,1
28600269,2,1
28600271,2,1
28600270,2,1
28600273,2,1
28600272,2,1
28600274,2,1
28600280,2,1
28600279,2,1
28600275,2,1
28600276,2,1
28600283,2,1
28600278,2,1
28600281,2,1
28600277,2,1
28600282,2,1
28600285,2,1
28600286,2,1
28600287,2,1
28600284,2,1
28600289,2,1
28600288,2,1
28600298,2,1
28600290,2,1
28600294,2,1
28600297,2,1
28600293,2,1
28600292,2,1
28600296,2,1
28600295,2,1
28600291,2,1
28600300,0,1
28600299,2,1
28600303,2,1
28600301,2,1
28600305,2,1
28600306,2,1
28600302,2,1
28600304,2,1
28600308,2,1
28600314,2,1
28600307,2,1
28600316,2,1
28600310,2,1
28600312,2,1
28600309,2,1
28600313,2,1
28600315,2,1
28600311,0,1
28600317,2,1
28600318,2,1
28600321,2,1
28600319,2,1
28600323,2,1
28600322,2,1
28600320,2,1
28600326,2,1
28600325,2,1
28600330,2,1
28600332,2,1
28600327,2,1
28600331,2,1
28600328,2,1
28600324,2,1
28600329,2,1
28600333,2,1
28600343,2,1
28600337,2,1
28600335,2,1
28600334,2,1
28600338,2,1
28600341,2,1
28600340,2,1
28600339,0,1
28600336,2,1
28600342,2,1
28600350,2,1
28600349,2,1
28600345,2,1
28600346,2,1
28600347,2,1
28600348,2,1
28600344,2,1
28600351,2,1
28600353,2,1
28600352,2,1
28600355,2,1
28600354,2,1
28600363,2,1
28600359,2,1
28600357,2,1
28600358,2,1
28600361,2,1
28600356,2,1
28600362,2,1
28600360,2,1
28600367,2,1
28600368,2,1
28600365,2,1
28600369,2,1
28600364,2,1
28600366,2,1
28600370,2,1
28600373,2,1
28600372,2,1
28600371,2,1
28600374,2,1
28600375,2,1
28600380,2,1
28600381,0,1
28600376,2,1
28600378,2,1
28600377,2,1
28600379,2,1
28600390,2,1
28600385,2,1
28600387,2,1
28600388,2,1
28600386,2,1
28600384,2,1
28600389,2,1
28600383,2,1
28600382,2,1
28600391,2,1
28600393,2,1
28600392,2,1
28600394,2,1
28600395,2,1
28600404,2,1
28600402,2,1
28600396,2,1
28600398,2,1
28600399,2,1
28600400,2,1
28600401,0,1
28600403,2,1
28600397,2,1
28600409,2,1
28600408,2,1
28600405,2,1
28600407,2,1
28600410,2,1
28600406,0,1
28600413,2,1
28600412,2,1
28600416,2,1
28600414,2,1
28600411,2,1
28600415,2,1
28600417,2,1
28600418,2,1
28600420,2,1
28600419,2,1
28600421,2,1
28600422,2,1
28600423,2,1
28600425,2,1
28600424,2,1
28600426,2,1
28600427,2,1
28600428,2,1
28600432,2,1
28600430,2,1
28600429,2,1
28600431,2,1
28600436,2,1
28600433,2,1
28600440,2,1
28600439,2,1
28600435,2,1
28600438,2,1
28600437,2,1
28600434,2,1
28600441,2,1
28600442,2,1
28600443,2,1
28600450,2,1
28600445,2,1
28600451,2,1
28600447,2,1
28600446,2,1
28600444,2,1
28600449,2,1
28600448,2,1
28600452,2,1
28600460,2,1
28600458,2,1
28600454,2,1
28600453,2,1
28600457,2,1
28600459,2,1
28600456,2,1
28600455,2,1
28600465,2,1
28600467,2,1
28600461,2,1
28600463,2,1
28600468,2,1
28600466,2,1
28600464,2,1
28600462,2,1
28600469,2,1
28600470,2,1
28600472,2,1
28600471,2,1
28600473,2,1
28600482,2,1
28600474,2,1
28600476,2,1
28600478,2,1
28600480,2,1
28600477,2,1
28600479,2,1
28600475,2,1
28600481,2,1
28600487,2,1
28600483,2,1
28600486,2,1
28600484,2,1
28600485,2,1
28600492,2,1
28600489,2,1
28600490,2,1
28600493,2,1
28600488,2,1
28600491,0,1
28600494,2,1
28600496,2,1
28600501,2,1
28600499,2,1
28600497,2,1
28600495,2,1
28600500,2,1
28600498,2,1
28600502,2,1
28600504,2,1
28600507,2,1
28600505,2,1
28600503,2,1
28600506,2,1
28600509,2,1
28600508,2,1
28600512,2,1
28600510,2,1
28600513,2,1
28600511,2,1
28600515,2,1
28600517,2,1
28600514,2,1
28600516,2,1
28600524,2,1
28600518,2,1
28600521,2,1
28600522,2,1
28600523,2,1
28600519,2,1
28600520,0,1
28600525,2,1
28600529,2,1
28600528,2,1
28600527,2,1
28600530,2,1
28600536,0,1
28600537,2,1
28600535,2,1
28600534,2,1
28600538,2,1
28600531,2,1
28600539,2,1
28600532,2,1
28600533,2,1
28600546,2,1
28600544,2,1
28600542,2,1
28600540,2,1
28600545,2,1
28600543,2,1
28600548,2,1
28600547,0,1
28600541,2,1
28600549,2,1
28600553,2,1
28600550,2,1
28600552,2,1
28600551,2,1
28600559,2,1
28600558,2,1
28600555,2,1
28600556,2,1
28600557,2,1
28600554,2,1
28600564,2,1
28600562,2,1
28600563,2,1
28600560,2,1
28600561,2,1
28600565,2,1
28600569,2,1
28600571,2,1
28600566,2,1
28600570,2,1
28600572,2,1
28600567,2,1
28600568,2,1
28600526,2,1
28600573,2,1
28600574,0,1
28600577,2,1
28600579,2,1
28600575,0,1
28600578,2,1
28600583,2,1
28600582,2,1
28600576,2,1
28600581,2,1
28600580,2,1
28600585,2,1
28600586,2,1
28600584,2,1
28600588,2,1
28600591,2,1
28600587,2,1
28600590,2,1
28600592,2,1
28600589,2,1
28600597,2,1
28600594,2,1
28600596,2,1
28600593,2,1
28600595,2,1
28600601,2,1
28600603,2,1
28600599,2,1
28600598,2,1
28600600,0,1
28600602,2,1
28600610,2,1
28600607,0,1
28600609,2,1
28600608,2,1
28600606,2,1
28600605,0,1
28600604,2,1
28600614,2,1
28600615,2,1
28600613,2,1
28600612,2,1
28600611,2,1
28600616,2,1
28600621,2,1
28600618,2,1
28600620,2,1
28600619,2,1
28600622,2,1
28600625,2,1
28600624,2,1
28600629,2,1
28600627,2,1
28600630,2,1
28600628,2,1
28600623,0,1
28600626,2,1
28600633,2,1
28600632,2,1
28600634,2,1
28600631,2,1
28600638,0,1
28600637,2,1
28600635,0,1
28600639,2,1
28600640,2,1
28600636,2,1
28600644,2,1
28600641,2,1
28600617,2,1
28600642,2,1
28600643,2,1
28600649,2,1
28600651,2,1
28600645,2,1
28600650,2,1
28600647,2,1
28600652,2,1
28600646,0,1
28600648,2,1
28600656,2,1
28600653,2,1
28600654,2,1
28600655,2,1
28600657,2,1
28600660,2,1
28600659,2,1
28600658,2,1
28600661,2,1
28600662,2,1
28600663,2,1
28600664,2,1
28600665,2,1
28600666,2,1
28600673,2,1
28600668,2,1
28600671,2,1
28600672,2,1
28600674,2,1
28600667,2,1
28600669,2,1
28600670,2,1
28600678,2,1
28600675,2,1
28600676,2,1
28600677,2,1
28600681,2,1
28600679,0,1
28600680,2,1
28600685,2,1
28600683,2,1
28600682,2,1
28600684,2,1
28600686,2,1
28600689,2,1
28600687,2,1
28600688,2,1
28600692,2,1
28600691,2,1
28600690,2,1
28600695,2,1
28600694,2,1
28600696,2,1
28600693,2,1
28600698,2,1
28600697,2,1
28600699,2,1
28600700,2,1
28600701,2,1
28600704,2,1
28600703,2,1
28600707,2,1
28600706,2,1
28600705,2,1
28600702,2,1
28600708,2,1
28600709,2,1
28600714,2,1
28600711,2,1
28600710,2,1
28600713,2,1
28600712,2,1
28600717,2,1
28600716,2,1
28600718,2,1
28600719,2,1
28600715,2,1
28600720,2,1
28600721,2,1
28600723,2,1
28600722,0,1
28600724,2,1
28600729,0,1
28600725,2,1
28600726,2,1
28600727,2,1
28600730,2,1
28600728,2,1
28600732,2,1
28600733,2,1
28600735,0,1
28600734,2,1
