game_id,fga_home,fg3a_home,fta_home,oreb_home,ast_home,blk_home,pts_home,fga_away,fg3a_away,fta_away,oreb_away,ast_away,tov_away,pts_away,season
29100675,88,6,45,14,31,0,126,88,11,32,9,15,21,109,6
21601028,82,26,25,13,23,4,110,85,21,23,9,16,14,94,31
20500583,72,23,29,9,21,2,85,77,9,22,7,20,14,89,20
20900806,87,14,25,14,22,9,107,72,13,37,9,12,12,97,24
28600546,101,5,43,22,27,8,135,93,2,32,16,35,22,115,1
29400723,73,11,38,7,20,9,106,86,20,33,22,14,13,99,9
21500793,71,22,19,8,25,2,90,86,20,12,10,26,12,109,30
29700577,81,21,23,15,12,6,76,77,9,33,16,13,11,94,12
28801021,101,8,33,22,32,6,126,95,9,28,15,23,17,120,3
29600156,81,15,21,14,17,9,88,82,17,17,16,12,26,76,11
22000728,92,26,34,14,24,2,120,92,35,19,11,22,12,106,35
20300162,84,22,34,12,18,6,95,79,14,28,9,25,13,92,18
29900845,92,19,24,18,24,7,97,82,14,13,11,18,26,91,14
41800222,91,36,24,18,24,5,115,77,40,25,10,17,18,109,33
29500976,81,13,21,10,18,7,92,69,5,30,13,18,21,90,10
21900208,90,38,23,8,33,7,142,90,27,25,9,18,10,94,34
29500960,94,15,18,14,28,2,108,82,14,25,11,31,13,120,10
21500098,76,25,18,7,24,2,103,96,30,22,18,16,9,120,30
29300949,94,8,27,11,30,4,117,93,14,23,11,27,12,111,8
28800757,91,2,26,15,24,7,98,77,6,29,12,16,17,83,3
28800517,85,10,24,19,21,4,84,79,5,33,14,22,14,99,3
28901042,83,7,30,14,32,6,116,79,10,25,11,28,19,106,4
20100436,83,4,14,10,32,10,92,100,11,18,24,15,18,74,16
20201118,89,14,34,16,27,3,111,79,19,29,7,21,16,108,17
29100224,78,19,36,14,27,1,115,89,10,28,16,28,16,124,6
49600023,67,9,20,9,16,6,95,79,21,15,16,12,17,96,11
29400031,86,18,32,13,27,3,121,87,19,30,12,22,15,114,9
21000659,91,20,28,10,30,6,125,87,30,36,9,26,14,129,25
29000962,108,7,19,14,38,11,135,103,14,35,14,26,14,132,5
20800135,79,29,26,14,21,6,105,72,13,24,10,18,18,93,23
20900652,82,12,26,14,18,3,99,78,35,18,13,21,19,94,24
22200090,89,50,19,10,33,5,121,92,27,16,12,26,14,108,37
21700784,85,36,17,9,24,6,97,91,31,14,10,21,8,96,32
28500037,99,0,33,18,36,2,122,105,4,26,17,23,17,116,0
20200842,88,25,17,15,24,3,107,80,27,26,7,18,9,90,17
28901101,93,1,34,18,27,8,108,90,5,19,12,19,14,93,4
20201102,94,16,20,16,30,7,111,82,15,24,9,27,12,94,17
28600544,75,2,31,14,34,5,104,77,7,27,9,24,19,99,1
28600878,82,5,36,17,27,9,111,93,2,13,13,28,14,99,1
22200918,96,39,31,11,35,3,134,90,34,30,6,24,13,124,37
29401005,90,9,26,18,19,8,94,79,9,31,6,19,11,104,9
20800586,84,14,21,9,20,5,103,97,23,19,19,15,9,105,23
28901086,87,20,36,9,20,6,115,97,6,37,19,16,23,121,4
29501163,89,20,29,19,18,4,87,63,15,27,12,26,24,95,10
21801195,87,41,27,4,26,5,117,100,34,19,12,27,12,109,33
21000794,74,6,30,11,15,9,89,77,26,24,11,14,18,86,25
20700597,81,14,11,8,24,4,86,76,16,18,12,18,13,95,22
20501226,70,5,33,10,6,8,71,72,10,19,8,13,14,85,20
28700204,82,3,31,9,33,7,112,90,4,31,16,28,17,103,2
29000159,92,2,32,17,29,8,119,84,4,40,12,15,20,91,5
21800075,95,34,29,11,22,5,111,88,32,37,6,32,13,132,33
28700184,97,3,24,18,31,6,106,73,1,28,8,26,18,97,2
22100918,91,36,26,11,22,3,92,86,37,31,8,28,15,124,36
20500943,63,18,48,8,20,9,121,94,9,13,12,28,9,83,20
29300169,86,9,19,12,30,8,103,81,8,27,16,18,19,91,8
29800116,81,3,23,17,15,10,69,68,8,26,9,17,20,76,13
21601046,87,20,23,10,21,9,107,88,25,20,13,20,11,100,31
20800186,81,21,23,11,20,4,110,81,13,24,12,18,9,96,23
20500011,81,16,18,12,25,8,90,82,12,18,13,18,15,86,20
29000849,91,6,28,20,25,7,109,87,12,38,15,25,9,121,5
20700206,69,10,31,6,22,8,110,74,16,24,10,20,19,90,22
20501076,65,10,37,1,24,5,106,82,10,24,12,28,13,91,20
20800842,72,19,29,13,24,9,94,81,17,11,10,26,14,79,23
29000741,81,11,20,7,26,3,90,73,3,37,9,21,15,96,5
28500245,100,4,34,18,25,5,112,94,0,47,22,28,21,122,0
28500611,88,0,30,13,41,4,124,80,0,40,8,27,16,110,0
29400056,95,18,38,22,20,5,120,89,12,33,17,25,27,124,9
29200693,74,8,28,12,16,7,77,84,6,25,16,24,16,89,7
28800235,79,8,32,10,28,15,117,95,4,27,19,20,13,111,3
20200300,81,18,21,12,21,5,97,80,11,24,14,17,11,80,17
28800594,86,9,37,15,36,17,129,106,14,21,21,20,15,107,3
22000637,91,34,27,9,29,3,131,90,35,23,9,32,18,127,35
22100464,89,38,24,15,19,5,103,83,24,16,8,26,16,117,36
29700732,76,13,38,13,18,3,103,70,10,22,14,18,30,92,12
49400033,67,13,39,12,22,5,94,78,16,21,15,23,18,91,9
20500871,80,14,20,12,23,7,101,89,11,14,15,11,9,81,20
29100792,85,7,28,11,32,10,108,94,8,23,15,27,7,109,6
21600883,82,34,27,12,24,3,108,89,29,39,16,31,14,119,31
21500694,85,20,29,15,21,11,103,87,18,20,12,20,10,93,30
28500054,86,0,37,13,25,8,114,102,4,30,19,22,16,113,0
20601197,76,18,34,15,22,5,100,79,22,25,9,28,11,105,21
29400868,87,8,24,17,25,4,96,76,7,31,9,25,11,93,9
29500065,80,15,27,12,21,7,108,74,19,41,7,27,13,112,10
22100466,90,33,19,13,22,7,105,94,33,19,10,22,14,91,36
21300038,81,22,27,15,12,6,93,67,22,35,9,16,18,104,28
28500309,84,1,38,8,28,2,114,90,8,32,11,21,17,102,0
21000432,75,26,19,11,25,2,83,82,18,17,11,12,16,95,25
21001054,72,10,29,4,21,6,88,72,14,34,6,20,13,111,25
29200208,80,8,49,17,28,10,126,95,15,24,15,22,22,97,7
22100829,89,32,16,11,26,3,107,74,37,13,3,29,21,105,36
29400130,94,21,18,19,27,6,117,78,16,28,11,18,21,94,9
20801132,95,26,31,18,27,10,139,83,21,33,11,21,17,111,23
29600477,97,18,28,28,22,13,107,78,12,30,12,21,19,110,11
21100009,85,20,28,15,21,1,96,79,21,13,11,35,12,104,26
48900035,80,7,51,13,24,7,122,93,4,25,15,31,24,112,4
21601020,80,29,23,9,32,6,116,87,23,17,5,21,13,74,31
29000753,92,10,25,14,35,4,118,92,13,33,20,25,14,115,5
29000381,85,4,35,11,31,7,115,89,10,27,7,21,13,95,5
29300057,79,12,25,13,24,3,93,75,5,23,8,29,13,102,8
21700553,71,23,31,4,23,3,113,79,26,33,10,18,14,105,32
21800445,86,37,31,9,16,7,102,82,35,31,11,23,24,97,33
29400718,66,13,32,15,14,4,96,65,10,34,5,23,15,110,9
20500908,71,10,26,9,20,4,92,65,15,35,5,22,10,109,20
28700093,70,6,35,9,23,7,91,93,2,24,16,31,16,97,2
20500740,81,20,20,9,27,5,102,73,10,26,10,19,15,88,20
28900834,75,11,30,6,29,7,106,80,6,36,12,22,14,114,4
28500829,95,6,36,12,27,5,125,108,3,14,13,27,10,121,0
29300445,84,8,27,17,26,8,107,86,4,21,15,28,11,91,8
29200904,80,12,27,9,31,3,118,93,18,33,18,13,13,106,7
29200318,80,5,35,11,20,8,89,82,8,15,14,20,27,77,7
20000457,96,14,19,15,30,5,100,91,26,25,15,28,15,111,15
21600506,73,20,20,6,17,4,91,87,17,10,9,9,11,86,31
28600451,91,9,32,18,26,4,113,70,9,31,6,24,20,93,1
21700552,87,17,18,16,22,2,111,89,32,18,5,25,3,131,32
20800714,76,24,22,8,19,4,101,78,12,26,10,22,7,83,23
20400126,92,28,21,15,24,7,107,81,25,21,13,17,14,102,19
21701048,86,20,26,14,24,1,120,78,35,36,8,28,11,129,32
20801173,82,22,19,8,24,2,113,73,11,27,10,22,13,99,23
40200222,75,14,27,5,27,5,114,80,23,24,7,10,16,95,17
21301163,77,24,30,11,26,5,115,79,29,34,13,22,14,111,28
20200728,71,4,27,11,15,7,76,76,12,25,11,17,18,106,17
29100517,83,8,35,13,19,2,121,72,5,36,8,21,20,106,6
28901092,83,2,37,7,31,5,120,95,8,20,11,23,8,116,4
29600861,86,23,31,11,22,5,102,90,18,27,14,25,10,113,11
20600134,84,21,23,11,25,6,104,69,20,33,11,15,15,92,21
21000950,85,12,19,19,17,8,76,82,23,18,10,24,14,95,25
20100706,87,20,17,9,22,2,106,82,28,21,10,25,16,112,16
20600955,84,8,35,15,21,9,107,94,10,21,17,23,19,99,21
21100850,73,14,33,15,17,13,91,87,24,10,12,16,14,84,26
21501127,90,34,27,15,26,10,116,88,24,34,16,20,15,109,30
21900782,95,44,18,9,39,3,142,86,26,29,8,24,15,115,34
21800241,93,25,17,11,35,3,121,74,25,16,3,26,19,94,33
29700141,72,11,32,8,26,5,106,78,15,21,9,25,18,92,12
20600008,72,21,34,13,19,9,97,93,14,25,11,26,8,105,21
29000419,80,7,32,12,28,6,111,90,7,20,14,19,13,83,5
28800941,83,12,29,11,32,6,125,93,10,18,15,28,17,93,3
28700805,87,5,26,15,24,15,91,100,7,15,15,28,15,105,2
28901089,87,2,37,14,31,8,117,101,8,22,21,26,20,112,4
28500198,90,0,24,10,38,8,134,110,7,27,22,29,18,106,0
20501099,83,14,19,6,18,8,97,79,6,28,11,22,23,92,20
21300080,89,20,30,16,26,6,116,90,22,15,14,21,18,108,28
29400991,84,27,27,12,24,4,102,77,12,30,15,12,21,90,9
28700699,96,16,36,21,24,1,115,86,4,27,10,30,20,116,2
29900647,79,25,35,12,21,4,98,83,20,13,13,18,14,88,14
21100236,79,15,29,15,25,5,108,83,21,21,13,17,11,98,26
20900733,72,15,25,7,26,1,96,68,16,27,8,15,15,87,24
20900778,79,22,28,6,36,2,132,88,15,26,13,22,11,102,24
20000342,93,22,18,19,17,4,100,85,15,21,14,21,10,102,15
29700642,81,11,24,14,27,5,106,96,23,34,26,21,9,116,12
21300043,89,17,22,13,19,4,107,89,17,15,11,23,12,86,28
20900283,77,20,24,11,15,5,78,83,21,26,18,27,13,110,24
28700244,90,3,27,18,22,3,102,97,8,18,15,33,19,129,2
21301215,83,24,30,7,29,4,117,82,29,30,13,20,19,105,28
21300608,65,16,33,2,28,5,100,95,29,10,17,19,12,95,28
20400901,64,5,33,9,18,10,84,91,16,20,15,22,12,97,19
28800484,71,6,23,6,28,2,103,83,4,25,13,23,11,94,3
22101178,95,40,21,16,29,10,122,87,40,18,5,34,16,131,36
21900027,76,19,36,5,20,7,111,87,34,30,6,30,22,117,34
21300656,81,12,27,16,21,10,100,77,15,19,4,15,17,92,28
21100363,83,13,21,8,15,4,84,73,16,21,9,15,19,89,26
29300327,65,11,18,6,15,2,72,72,6,16,12,22,16,81,8
20400250,77,12,15,8,19,7,75,79,19,20,13,25,21,91,19
21300389,91,21,10,11,31,3,108,91,21,18,14,17,15,109,28
20000396,84,13,22,15,21,11,103,78,20,32,11,18,14,93,15
21800231,81,47,24,6,27,10,132,102,35,12,13,23,14,112,33
28500825,89,3,25,12,30,3,120,87,7,34,15,23,15,126,0
28700424,84,1,22,13,29,8,106,85,1,25,12,29,14,100,2
22100960,83,36,38,10,25,7,126,89,27,20,12,24,16,120,36
22200680,89,40,23,8,31,5,128,87,28,27,8,26,16,126,37
21001040,82,19,41,14,18,6,110,97,16,25,22,20,14,108,25
21000548,74,21,33,8,18,4,87,74,15,21,7,18,15,96,25
20001013,84,17,31,14,21,6,90,85,18,29,9,18,8,98,15
29900172,82,7,41,14,23,5,106,71,13,28,8,22,21,83,14
29400395,75,12,36,9,27,9,106,76,15,32,15,23,16,98,9
29400730,69,21,25,5,30,4,95,78,9,20,10,33,13,101,9
20300443,86,19,27,16,23,11,99,83,23,19,14,27,18,105,18
29600358,89,10,25,16,28,14,101,82,8,18,13,19,20,100,11
21400760,87,18,17,15,23,1,92,81,25,24,12,21,14,106,29
21700710,82,34,18,7,19,4,88,81,12,14,5,17,13,89,32
22200242,85,35,35,8,29,0,137,89,29,23,10,20,12,129,37
29200037,87,11,45,19,20,4,116,73,5,49,9,26,21,124,7
20101016,78,26,35,11,27,4,121,82,15,28,7,24,8,116,16
21300398,82,25,25,9,23,9,116,93,23,22,17,25,18,106,28
22100964,82,34,36,8,23,5,123,97,26,27,12,27,11,112,36
20800387,84,17,26,13,26,6,107,76,16,20,10,14,18,96,23
22200078,85,37,34,17,18,4,117,91,39,19,8,24,10,101,37
21701198,91,27,14,9,32,4,109,94,40,13,10,24,12,97,32
20200475,80,19,24,9,19,14,96,94,9,20,22,11,14,70,17
20300454,83,15,20,12,25,8,99,80,13,29,15,20,17,104,18
22100747,70,30,26,3,24,3,103,82,35,20,10,24,13,101,36
20001157,72,13,20,11,13,3,73,74,19,21,8,16,16,90,15
21100475,80,26,24,10,15,13,101,91,14,23,16,17,16,93,26
20500992,81,18,26,15,16,3,100,77,14,22,6,24,9,112,20
20001145,91,24,20,20,28,8,108,92,6,25,23,22,8,92,15
21800233,82,29,21,4,25,6,100,85,24,32,14,17,18,110,33
21500859,80,35,22,11,22,3,105,82,29,35,12,26,18,119,30
20700433,104,36,23,19,29,5,120,85,17,37,11,13,14,124,22
21400577,73,22,23,3,23,10,94,80,21,23,11,23,13,105,29
21300969,74,29,20,7,23,6,102,89,19,26,16,24,9,97,28
28800195,76,0,29,8,26,5,109,80,5,26,10,23,21,84,3
29500738,85,17,25,19,21,6,108,84,15,19,12,22,10,112,10
29200447,88,12,32,17,29,1,123,80,5,23,16,23,27,104,7
21300515,80,15,18,10,20,3,80,85,32,20,16,21,17,101,28
48500183,82,6,29,14,12,13,86,87,3,19,17,19,20,91,0
28500610,110,1,23,26,29,4,117,78,2,32,13,20,28,96,0
20100963,72,11,38,14,21,4,87,73,19,28,8,14,14,94,16
28900172,88,9,22,10,25,1,103,95,4,25,14,29,7,111,4
20600455,80,10,30,7,17,6,85,81,26,21,12,23,22,89,21
21501228,85,25,15,8,19,3,101,83,30,15,8,27,14,96,30
29800276,72,13,25,12,19,3,83,75,15,28,11,18,16,92,13
21900268,83,35,20,14,27,4,107,83,38,15,11,26,10,110,34
21700748,77,35,28,8,17,5,114,83,31,10,7,26,12,107,32
20100520,80,13,35,14,22,3,103,92,11,17,15,27,14,100,16
29900797,76,13,36,11,15,5,93,75,16,23,13,20,23,90,14
20300369,82,8,27,10,30,5,101,86,18,30,13,14,17,99,18
29900543,84,24,32,20,21,3,94,81,14,19,10,22,15,90,14
20501224,97,25,23,11,23,5,92,92,20,11,12,28,21,102,20
20000940,85,12,20,19,22,6,101,75,23,25,6,24,16,105,15
29800521,73,8,32,14,19,4,105,78,4,31,7,20,9,98,13
29401054,68,25,22,6,22,5,93,82,23,14,10,20,12,94,9
20100603,86,19,37,13,20,8,113,82,8,22,11,20,16,80,16
29600762,82,25,16,11,15,10,76,73,20,19,14,14,19,74,11
29600826,70,21,17,9,23,6,79,68,3,26,9,18,13,72,11
21100969,87,13,29,14,23,8,100,84,23,23,6,18,15,88,26
28800293,89,3,29,12,26,2,122,97,4,30,18,21,14,120,3
20101105,75,18,13,6,17,2,83,82,21,11,15,14,19,74,16
29700036,83,7,25,12,18,5,110,75,4,32,16,15,20,76,12
28900636,70,11,38,7,31,2,128,85,12,25,7,24,12,105,4
21100849,88,18,24,16,35,9,123,84,25,14,7,21,15,84,26
29001085,87,5,35,13,35,4,130,87,14,25,11,30,11,118,5
21600358,81,24,36,16,17,2,108,83,32,30,6,30,9,116,31
22000942,87,21,17,3,24,6,105,86,41,21,8,36,14,154,35
21600831,73,17,35,7,22,5,105,77,20,24,8,15,18,94,31
21600469,83,23,18,11,22,4,91,95,34,24,14,17,12,95,31
29600258,72,13,12,11,19,8,69,82,20,17,14,15,11,95,11
20300578,64,7,23,2,24,10,88,81,15,18,10,19,13,80,18
28500752,95,3,26,14,29,6,111,96,2,27,19,24,14,101,0
29700917,77,9,17,14,16,7,86,83,15,17,15,20,12,96,12
29501175,90,25,13,22,27,6,99,74,2,41,11,15,17,100,10
22200096,84,29,14,6,31,6,108,85,44,28,10,26,19,115,37
21100227,83,24,24,9,31,3,121,70,20,27,5,18,20,94,26
29900738,74,9,10,7,23,6,87,79,14,21,14,15,12,73,14
29500697,83,12,26,12,26,11,106,83,31,22,11,22,16,103,10
21400011,85,24,31,14,17,4,89,84,26,19,8,15,16,79,29
29900273,80,11,26,14,15,7,85,85,8,25,21,17,14,78,14
20400893,83,14,27,20,16,7,85,79,18,11,10,18,14,82,19
22101083,83,32,23,6,31,5,127,86,32,26,6,27,6,115,36
22101184,91,41,25,6,27,3,114,101,30,14,9,38,10,132,36
20400456,84,12,16,17,21,5,105,80,31,24,14,12,13,87,19
20000131,78,9,25,5,30,5,99,84,9,22,11,25,19,94,15
29100883,90,18,19,21,17,7,79,81,4,26,16,17,13,90,6
21600439,84,22,21,10,25,6,115,90,38,15,9,18,14,107,31
21900120,111,36,29,20,20,10,125,103,35,24,13,18,20,119,34
29300677,78,11,28,15,25,1,104,89,11,23,20,29,14,109,8
22100050,87,37,15,13,24,5,112,82,41,17,12,24,15,99,36
29200143,68,4,23,5,15,3,83,81,4,16,4,26,11,102,7
29200628,94,10,27,27,17,1,98,73,6,34,10,25,11,104,7
21400944,77,11,23,6,13,1,80,83,31,19,9,17,18,98,29
42000154,81,40,21,9,19,5,92,85,35,21,9,24,10,100,35
28700231,88,2,35,8,25,7,115,93,6,27,11,24,13,111,2
21600049,86,29,29,6,24,9,108,89,23,27,9,12,15,96,31
21800293,97,38,10,16,18,5,100,90,25,34,11,15,4,104,33
28500555,89,4,33,13,25,8,115,94,3,22,13,34,19,117,0
22101070,90,33,21,20,26,1,108,98,40,25,17,25,11,110,36
20700171,80,28,39,14,20,7,105,90,21,20,14,18,9,92,22
21301047,86,21,25,13,12,4,89,82,27,18,11,22,12,100,28
21400428,81,23,21,10,33,5,106,81,15,38,16,25,14,114,29
21800748,85,27,28,13,27,4,118,87,34,29,15,28,19,123,33
29900409,79,12,23,14,26,8,103,90,19,18,16,20,12,87,14
20800647,69,17,32,6,20,8,99,88,23,16,10,21,14,85,23
29200092,91,11,28,18,27,1,101,74,9,27,10,27,18,108,7
20500566,89,19,33,14,23,5,102,76,13,43,13,15,17,118,20
29100383,88,5,31,12,29,12,109,85,5,27,14,32,15,117,6
22100487,94,27,30,14,21,6,110,95,39,33,12,33,6,138,36
28900912,74,16,23,14,16,6,97,72,9,33,6,20,17,102,4
21600630,91,33,29,9,25,8,106,91,25,18,18,27,16,117,31
29000569,101,4,20,19,24,4,114,82,11,34,10,22,19,112,5
29201065,75,16,21,13,29,6,105,91,16,21,17,23,10,86,7
28901038,97,11,37,21,35,6,131,104,3,35,21,14,8,119,4
20100758,80,20,19,9,31,2,108,78,23,37,9,23,12,109,16
20201042,74,10,20,7,30,9,111,83,14,16,12,22,15,84,17
29800524,80,10,27,15,18,9,85,68,17,23,3,16,15,76,13
20300823,80,25,19,10,26,3,107,88,8,12,13,24,16,99,18
20100695,80,20,20,8,26,7,105,88,14,20,14,18,13,92,16
20300018,80,10,38,11,16,7,95,86,20,12,10,25,20,86,18
21600153,83,33,28,10,26,7,121,96,29,18,12,24,8,117,31
20500626,79,16,34,17,19,3,90,86,19,20,22,13,17,79,20
28600723,95,4,27,16,29,1,116,81,4,18,10,25,19,109,1
20700444,76,20,20,8,24,3,97,78,13,10,12,16,15,72,22
21401226,77,19,27,12,19,3,90,81,26,27,11,20,13,112,29
20800448,68,18,27,6,10,2,63,79,18,27,11,23,14,108,23
29600244,95,9,10,15,40,1,114,83,20,14,16,17,19,96,11
29400885,79,19,21,13,24,5,101,72,14,23,12,23,16,89,9
20000814,75,9,28,10,26,10,99,73,7,27,14,12,25,82,15
29301079,102,18,18,20,37,7,130,82,10,30,13,14,13,82,8
21000997,86,15,31,11,26,3,112,97,21,20,11,19,10,107,25
20000153,78,8,26,11,13,5,94,78,8,28,15,22,16,104,15
20000362,70,10,23,17,18,4,65,65,15,25,8,15,17,56,15
21001001,90,32,23,20,24,2,98,72,13,21,10,14,16,79,25
29900070,90,8,40,17,18,1,106,84,12,31,13,28,20,123,14
21900710,91,28,29,11,26,6,106,86,28,33,7,25,12,127,34
21800851,94,29,8,8,21,8,88,95,32,22,12,32,10,118,33
28500788,90,9,21,9,36,5,126,97,9,15,10,15,16,96,0
21000818,86,18,29,11,19,2,103,88,16,26,10,15,13,110,25
41000212,75,16,36,12,15,9,102,79,11,22,10,18,12,91,25
29400921,90,13,12,12,22,2,93,74,21,29,10,26,22,114,9
22201016,80,29,23,9,29,10,112,84,26,23,6,19,10,93,37
21000535,77,12,26,13,23,6,101,76,19,26,12,19,12,97,25
29200349,84,7,27,19,25,5,90,79,5,28,13,22,12,94,7
28900780,87,5,38,19,21,4,101,88,2,31,13,23,12,111,4
20000616,81,20,29,13,28,3,113,80,18,27,9,15,8,101,15
20000951,66,6,22,7,24,4,101,88,16,21,18,17,11,80,15
21100263,64,13,33,5,21,8,101,75,7,21,8,16,17,91,26
29701037,72,14,28,11,23,2,105,76,15,19,8,18,14,90,12
48500215,74,1,45,12,27,5,113,81,4,45,14,20,9,108,0
20200157,76,18,25,8,15,9,95,75,5,26,12,21,16,97,17
21100365,78,22,33,11,14,8,90,81,19,24,6,21,16,99,26
41700141,83,37,23,8,15,8,104,80,23,28,11,22,14,101,32
20400738,74,18,26,8,26,0,111,84,29,21,10,23,11,108,19
29000218,86,2,23,7,32,6,108,85,7,20,13,24,15,110,5
41100153,76,22,26,9,15,4,79,85,28,17,9,18,8,95,26
21100116,89,20,18,15,27,5,121,81,16,26,10,25,15,117,26
21401068,75,15,32,12,20,9,93,81,22,12,12,29,18,95,29
28600880,89,2,37,14,29,6,128,88,7,32,13,24,18,122,1
20600740,95,15,33,14,22,4,100,85,13,45,13,17,18,108,21
20000171,80,13,43,10,17,3,103,83,12,23,7,27,20,98,15
29600622,67,17,40,14,13,1,98,69,15,24,10,17,18,89,11
21100126,77,19,28,14,16,9,97,80,24,33,15,14,16,87,26
20801008,74,18,15,10,28,5,93,86,20,18,14,22,10,94,23
28900885,82,7,19,8,29,8,112,96,13,25,25,15,12,96,4
20101071,77,11,33,10,21,4,89,84,20,16,11,25,17,83,16
29200346,86,15,28,9,25,6,112,86,8,23,8,29,21,132,7
21501139,88,25,15,11,21,10,90,76,20,34,7,17,10,94,30
29000353,81,7,50,16,27,3,126,89,11,35,14,20,18,119,5
29800274,79,7,41,17,17,3,89,91,11,26,24,22,14,82,13
20700368,94,21,9,7,27,10,102,78,12,33,12,18,19,85,22
21000886,65,21,33,6,22,10,95,89,11,19,18,20,11,88,25
48700008,81,1,35,12,30,10,112,85,13,19,11,24,18,92,2
28600332,101,5,23,20,24,7,102,78,6,33,10,23,19,104,1
20800437,79,16,29,13,19,7,103,78,23,33,7,20,13,114,23
21300400,86,30,22,15,19,1,123,91,17,23,13,25,11,108,28
20201070,83,5,21,11,20,7,95,82,8,24,21,18,22,86,17
20100119,89,18,25,18,11,4,97,92,15,18,14,18,8,98,16
29800554,69,10,37,8,18,5,101,87,13,20,18,20,15,95,13
20600986,89,14,31,11,35,8,131,90,27,22,9,26,21,107,21
28900672,93,10,27,13,30,3,116,78,4,16,6,39,15,110,4
29100987,78,10,24,12,31,10,115,82,6,25,13,25,12,98,6
21500779,80,28,17,11,22,2,89,70,20,17,2,22,15,103,30
21900356,89,32,8,9,29,4,110,87,42,13,11,18,13,116,34
20901106,84,19,25,11,24,4,98,85,14,25,17,14,16,94,24
28600702,98,12,20,14,24,3,93,81,0,24,8,27,20,116,1
20100089,83,4,40,12,20,3,85,78,19,32,10,23,12,89,16
28800975,91,7,26,8,25,6,112,95,6,29,18,31,14,114,3
48500152,76,1,43,12,25,8,111,88,5,30,17,21,16,103,0
28600439,102,4,35,24,22,7,118,89,3,34,19,25,31,116,1
49400018,64,15,43,11,17,6,81,58,13,31,6,21,17,83,9
41900173,92,41,34,7,20,6,119,92,50,23,4,14,16,107,34
28700158,79,0,59,19,26,6,120,104,7,39,27,17,20,114,2
21400649,89,21,26,17,20,2,99,75,21,27,8,20,15,100,29
21600769,99,29,26,11,29,5,135,92,38,28,12,31,20,140,31
29701159,83,8,27,14,31,8,99,76,10,28,10,24,15,86,12
29100765,84,11,21,20,22,9,90,90,3,28,17,17,10,99,6
40400127,73,18,16,10,14,9,70,69,17,30,10,23,13,97,19
29700768,86,9,28,21,17,3,89,74,7,42,15,15,14,98,12
20600683,86,7,12,7,24,7,98,84,17,31,15,22,8,100,21
28900821,88,4,25,19,28,6,115,83,9,31,21,27,15,123,4
22200824,76,35,10,5,25,5,106,83,31,20,8,20,7,99,37
22200997,84,32,32,6,28,3,122,101,50,31,23,27,14,117,37
21100780,88,32,25,18,15,3,101,72,19,21,7,21,17,104,26
21000992,94,9,23,23,15,10,89,86,21,21,11,30,19,116,25
21000533,82,24,28,4,15,3,96,92,33,18,14,24,18,121,25
28500775,94,2,32,19,26,4,119,83,2,41,10,23,12,113,0
29300668,97,10,16,22,24,9,96,78,14,40,8,13,10,105,8
20900632,91,22,21,13,23,2,105,78,23,31,8,23,9,115,24
20300034,66,15,28,13,14,10,71,84,13,11,16,24,12,79,18
20600366,73,10,25,13,16,5,86,65,9,38,14,12,20,83,21
20600579,77,10,17,4,22,4,104,81,17,22,12,15,19,101,21
29700359,72,11,31,11,18,10,81,90,15,19,21,27,16,102,12
29300584,82,8,16,14,22,4,87,92,4,21,22,20,17,95,8
29200805,71,17,35,11,22,1,104,86,11,16,13,22,12,95,7
21500496,87,23,34,10,30,2,142,83,29,28,4,27,16,119,30
20000173,69,4,27,12,21,9,85,74,15,22,13,21,17,80,15
49600020,74,14,17,3,18,3,99,66,23,25,9,17,19,91,11
21500439,74,15,26,8,23,2,88,88,20,8,14,24,17,84,30
21700318,96,28,18,13,23,4,112,88,24,11,7,46,19,133,32
22200124,83,31,39,7,24,7,123,83,28,25,4,21,17,119,37
20700512,80,16,22,10,27,4,99,84,14,21,15,17,17,88,22
29200135,87,5,30,15,24,4,98,78,5,36,8,13,20,100,7
48500105,88,4,24,11,31,5,119,89,1,23,15,27,20,108,0
29700582,75,8,26,10,27,3,106,74,5,26,8,21,14,102,12
20300597,74,15,21,14,21,3,97,81,11,22,14,21,17,87,18
20400412,72,9,21,8,19,3,100,87,13,15,15,21,9,87,19
20500642,87,28,31,15,17,1,113,79,24,20,4,22,11,106,20
29400443,66,14,29,8,22,3,93,69,6,28,9,25,15,95,9
21400017,76,10,28,10,18,3,97,91,21,13,14,20,12,91,29
20301157,81,17,30,13,26,3,102,84,25,21,16,21,17,85,18
29400825,78,23,19,15,27,6,93,79,10,21,20,23,18,91,9
29501153,67,22,28,6,26,2,102,76,19,29,12,20,12,93,10
20401091,76,28,24,12,28,9,101,87,27,27,15,15,15,92,19
22200705,86,46,25,11,24,7,112,86,30,27,10,23,13,121,37
20600342,91,22,23,13,25,5,104,78,15,39,13,19,18,106,21
29400190,83,12,15,9,25,3,107,79,10,28,13,26,19,105,9
40800235,82,26,22,12,31,2,124,74,34,29,9,23,14,110,23
29700105,85,3,31,17,22,6,104,87,10,33,17,23,11,103,12
20900286,67,24,24,7,18,14,75,89,13,22,16,16,9,80,24
22001023,79,27,22,5,22,4,96,84,32,14,5,27,9,108,35
21501110,87,19,20,16,20,4,88,82,21,22,14,16,19,82,30
21400243,91,23,24,15,25,5,93,79,21,27,9,24,16,104,29
29900860,78,19,32,11,13,3,90,98,16,8,21,17,15,89,14
