mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_corr_selector__threshold,param_model__algorithm,param_model__learning_rate,param_model__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision
73.83876490592957,13.39258366658267,2.119415760040283,0.5908214917521862,0.785,SAMME.R,1.1,60,"{'corr_selector__threshold': 0.785, 'model__algorithm': 'SAMME.R', 'model__learning_rate': 1.1, 'model__n_estimators': 60}",0.8533543577981652,0.8547670250896058,0.8596415770609319,0.864516129032258,0.865089605734767,0.8594737389431455,0.004828908948457064,6,0.8706479133041273,0.8716294076976262,0.8707328174783796,0.8838619402985075,0.8854069223573433,0.8764558002271968,0.006704500653271484,6
65.62162427902221,8.100183790416166,1.8386383533477784,0.5594451671675446,0.785,SAMME.R,1.1,66,"{'corr_selector__threshold': 0.785, 'model__algorithm': 'SAMME.R', 'model__learning_rate': 1.1, 'model__n_estimators': 66}",0.8560779816513762,0.8550537634408603,0.8619354838709677,0.8648028673835125,0.865089605734767,0.8605919404162968,0.004261765741976975,5,0.8734411085450347,0.8716885510251094,0.8742569730224051,0.8839160839160839,0.8850467289719626,0.8776698890961192,0.005634531080364082,4
57.63741507530212,2.267794895192317,1.6221563816070557,0.3745167514654755,0.785,SAMME.R,1.1,72,"{'corr_selector__threshold': 0.785, 'model__algorithm': 'SAMME.R', 'model__learning_rate': 1.1, 'model__n_estimators': 72}",0.8580848623853211,0.8560573476702509,0.8606451612903225,0.8635125448028674,0.8662365591397849,0.8609072950577094,0.003653634132050754,4,0.8748845798707294,0.8725806451612903,0.8726318192193563,0.8824214202561118,0.8854409706019599,0.8775918870218895,0.0053287303161120795,5
61.698691034317015,2.1045359884879735,1.4598429203033447,0.21376999000408514,0.785,SAMME.R,1.1,78,"{'corr_selector__threshold': 0.785, 'model__algorithm': 'SAMME.R', 'model__learning_rate': 1.1, 'model__n_estimators': 78}",0.8579415137614679,0.8569175627240143,0.861505376344086,0.8658064516129033,0.8663799283154122,0.8617101665515767,0.00389358345394245,3,0.8739921677032941,0.8743068391866913,0.8745133959239753,0.8855407615043214,0.8854676930254257,0.8787641714687415,0.005505784185986299,3
62.777964210510255,2.7182021427485825,1.4389264583587646,0.2640620701480258,0.785,SAMME.R,1.1,84,"{'corr_selector__threshold': 0.785, 'model__algorithm': 'SAMME.R', 'model__learning_rate': 1.1, 'model__n_estimators': 84}",0.8585149082568807,0.8572043010752688,0.863225806451613,0.8655197132616488,0.8655197132616488,0.8619968884614121,0.0035049652943084323,2,0.8754908754908755,0.874711049468331,0.8760595647193585,0.8853071712216771,0.8842301420917773,0.8791597605984037,0.004612209643956016,2
58.75847783088684,2.827642681416908,1.620270013809204,0.42646412678596163,0.785,SAMME.R,1.1,90,"{'corr_selector__threshold': 0.785, 'model__algorithm': 'SAMME.R', 'model__learning_rate': 1.1, 'model__n_estimators': 90}",0.8592316513761468,0.8572043010752688,0.8639426523297491,0.8676702508960573,0.8668100358422939,0.8629717783039033,0.004123173656853267,1,0.8752881512217612,0.8745378927911276,0.874829001367989,0.8876930276087974,0.8851886353050769,0.8795073416589505,0.005721300723371334,1
48.877985906600955,4.851024328818569,1.361107635498047,0.16280119058027345,0.785,SAMME.R,1.88,60,"{'corr_selector__threshold': 0.785, 'model__algorithm': 'SAMME.R', 'model__learning_rate': 1.88, 'model__n_estimators': 60}",0.8156536697247706,0.8252329749103943,0.8166308243727599,0.825089605734767,0.8321146953405018,0.8229443540166386,0.006114732774757138,12,0.8426183844011143,0.8488560203374163,0.8376712328767123,0.8551919001648223,0.8617272298253893,0.8492129535210908,0.00859281063444952,12
48.31977758407593,1.762340838019106,1.259677028656006,0.11927914644294484,0.785,SAMME.R,1.88,66,"{'corr_selector__threshold': 0.785, 'model__algorithm': 'SAMME.R', 'model__learning_rate': 1.88, 'model__n_estimators': 66}",0.8228211009174312,0.8295340501792114,0.8144802867383513,0.8232258064516129,0.832258064516129,0.8244638617605473,0.006170245077066983,11,0.8452161913523459,0.8557759626604434,0.8374226094932355,0.8529135338345865,0.8598920441210983,0.8502440682923419,0.008006006388134566,11
49.421329975128174,1.50609996970287,1.5975804805755616,0.3288828833386986,0.785,SAMME.R,1.88,72,"{'corr_selector__threshold': 0.785, 'model__algorithm': 'SAMME.R', 'model__learning_rate': 1.88, 'model__n_estimators': 72}",0.8274082568807339,0.8197849462365592,0.8183512544802868,0.8272401433691756,0.8318279569892473,0.8249225115912007,0.005075657999492639,10,0.8518089053803339,0.8493086477618936,0.8416935112747354,0.8548689138576779,0.8597933302019728,0.8514946616953228,0.006019857676326247,10
49.77686629295349,2.607542739691555,1.5633914947509766,0.20437335780278562,0.785,SAMME.R,1.88,78,"{'corr_selector__threshold': 0.785, 'model__algorithm': 'SAMME.R', 'model__learning_rate': 1.88, 'model__n_estimators': 78}",0.8211009174311926,0.8270967741935484,0.8202150537634408,0.8362724014336917,0.8377060931899641,0.8284782480023676,0.007355485161270455,9,0.8459046737621472,0.8533799533799534,0.8429524028512302,0.8650625147440434,0.8634980098337626,0.8541595109142273,0.00894910467114388,9
