,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_corr_selector__threshold,param_model__learning_rate,param_model__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision
10,41.5409191608429,1.9056558955164538,1.2195269584655761,0.3662685139162539,0.8,1.267,66,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.267, 'model__n_estimators': 66}",0.8557912844036697,0.8518996415770609,0.859068100358423,0.863225806451613,0.8633691756272401,0.8586708016836013,0.004407286270296438,8,0.8747680890538033,0.8696655132641292,0.8726523133302795,0.8836176676793643,0.8843632958801498,0.8770133758415453,0.0059277189322020345,3
11,44.440546941757205,2.047285950283791,1.4430726528167725,0.48986813507693716,0.8,1.267,80,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.267, 'model__n_estimators': 80}",0.8553612385321101,0.8541935483870968,0.859068100358423,0.8668100358422939,0.8627956989247312,0.8596457244089312,0.004683297767810013,5,0.87364036102754,0.8716824371105469,0.8735078053259872,0.8864485981308411,0.8837154890032756,0.877798938119638,0.006048824040190933,2
12,39.36390104293823,2.863012473968004,1.4172209739685058,0.2298834199203816,0.8,1.5,40,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.5, 'model__n_estimators': 40}",0.841743119266055,0.8365591397849462,0.8428673835125448,0.8484587813620071,0.8488888888888889,0.8437034625628884,0.004584430717960905,58,0.8630676552363299,0.8588971269694161,0.8606199770378875,0.8741176470588236,0.8740305522914219,0.8661465917187758,0.006607156973938142,48
13,42.89958896636963,1.935684224345964,1.678856611251831,0.2049500141907549,0.8,1.5,53,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.5, 'model__n_estimators': 53}",0.8438933486238532,0.84,0.8510394265232974,0.8529032258064516,0.8526164874551971,0.8480904976817598,0.005204139308219154,48,0.8667598416026089,0.8616774791473587,0.8677552897884084,0.8769664240432026,0.8779740871613663,0.8702266243485889,0.006271555480847908,29
14,45.364155626297,3.6084727625702366,1.2977158546447753,0.4810806932743085,0.8,1.5,66,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.5, 'model__n_estimators': 66}",0.8486238532110092,0.8480286738351255,0.8573476702508961,0.8625089605734767,0.861505376344086,0.8556029068429186,0.006191173054353988,16,0.8720767072029935,0.865791896869245,0.8702603928734582,0.8854656632173095,0.8813243180228492,0.874983795637171,0.0072845654898974176,7
15,46.50032820701599,2.861468058936472,1.6189629077911376,0.19359404727707172,0.8,1.5,80,"{'corr_selector__threshold': 0.8, 'model__learning_rate': 1.5, 'model__n_estimators': 80}",0.8534977064220184,0.8517562724014337,0.863225806451613,0.8652329749103943,0.8633691756272401,0.85941638716254,0.0056156396760592905,6,0.8743016759776536,0.8675998164295549,0.8740031897926634,0.8865181711606096,0.8823940381928272,0.8769633783106618,0.00669790713035235,4
16,40.01938214302063,4.101142907544087,0.9791772365570068,0.3176951010300484,0.85,0.8,40,"{'corr_selector__threshold': 0.85, 'model__learning_rate': 0.8, 'model__n_estimators': 40}",0.8405963302752294,0.8374193548387097,0.8424372759856631,0.8496057347670251,0.8613620071684588,0.8462841406070172,0.008533569338932479,52,0.8528216704288939,0.8462739848282017,0.8516360376512775,0.8657641119779715,0.8714220808723308,0.857583577151735,0.009427419536005345,62
17,42.796891641616824,3.6941895262649127,1.4209392547607422,0.304508777521943,0.85,0.8,53,"{'corr_selector__threshold': 0.85, 'model__learning_rate': 0.8, 'model__n_estimators': 53}",0.8434633027522935,0.8437275985663082,0.8514695340501792,0.8534767025089606,0.8676702508960573,0.8519614777547598,0.008824049106068354,27,0.8562047101449275,0.8540260908681961,0.8605541788691147,0.8699654775604143,0.8784833257195066,0.8638467566324319,0.009136249989276155,55
18,41.1038197517395,4.878794531409904,1.3775252819061279,0.31712408632512035,0.85,0.8,66,"{'corr_selector__threshold': 0.85, 'model__learning_rate': 0.8, 'model__n_estimators': 66}",0.8463302752293578,0.8464516129032258,0.8500358422939068,0.8550537634408603,0.8712544802867384,0.8538251948308178,0.009275689680641545,21,0.8596092685143116,0.8576914388976734,0.8612180212814127,0.8721735117674204,0.884766075132519,0.8670916631186675,0.010169170453648808,41
19,45.51784439086914,5.554520140341713,1.9599560260772706,0.5934813381126454,0.85,0.8,80,"{'corr_selector__threshold': 0.85, 'model__learning_rate': 0.8, 'model__n_estimators': 80}",0.848480504587156,0.847168458781362,0.8544802867383513,0.8600716845878136,0.8742652329749104,0.8568932335339188,0.009829104539455511,9,0.8623832308042835,0.860127157129882,0.8656377666817976,0.8761245674740484,0.8890690134321445,0.8706683471044313,0.010709075026357444,23
