x,y,ppscore,case,is_valid_score,metric,baseline_score,model_score,model
fta_away,fgm_home,0.0,regression,True,mean absolute error,4.6202,4.6421795256931455,DecisionTreeRegressor()
ftm_away,home_wins,0.0,regression,True,mean absolute error,0.3872,0.4620731923649406,DecisionTreeRegressor()
ftm_away,fg3a_home,0.0,regression,True,mean absolute error,8.27,8.30331978924236,DecisionTreeRegressor()
ftm_away,oreb_home,0.0,regression,True,mean absolute error,3.4522,3.482991252924472,DecisionTreeRegressor()
ftm_away,dreb_home,0.0,regression,True,mean absolute error,4.366,4.3722395342768925,DecisionTreeRegressor()
ftm_away,reb_home,0.0,regression,True,mean absolute error,5.3582,5.406613741932875,DecisionTreeRegressor()
ftm_away,ast_home,0.0,regression,True,mean absolute error,4.4306,4.4411683448934935,DecisionTreeRegressor()
ftm_away,stl_home,0.0,regression,True,mean absolute error,2.4324,2.458576408169487,DecisionTreeRegressor()
ftm_away,blk_home,0.0,regression,True,mean absolute error,2.1418,2.2089096195438134,DecisionTreeRegressor()
ftm_away,tov_home,0.0,regression,True,mean absolute error,3.2248,3.24010482461931,DecisionTreeRegressor()
ftm_away,fgm_away,0.0,regression,True,mean absolute error,4.4624,4.465399275203536,DecisionTreeRegressor()
ftm_away,fg3m_away,0.0,regression,True,mean absolute error,3.3884,3.3937700838253884,DecisionTreeRegressor()
ftm_away,oreb_away,0.0,regression,True,mean absolute error,3.3968,3.424848486968148,DecisionTreeRegressor()
ftm_away,dreb_away,0.0,regression,True,mean absolute error,4.4772,4.530762583452205,DecisionTreeRegressor()
ftm_away,reb_away,0.0,regression,True,mean absolute error,5.3172,5.3644616879542495,DecisionTreeRegressor()
ftm_away,ast_away,0.0,regression,True,mean absolute error,4.176,4.177469702576029,DecisionTreeRegressor()
ftm_away,stl_away,0.0,regression,True,mean absolute error,2.3614,2.373974356980779,DecisionTreeRegressor()
ftm_away,blk_away,0.0,regression,True,mean absolute error,1.9744,2.0159964588201182,DecisionTreeRegressor()
ftm_away,tov_away,0.0,regression,True,mean absolute error,3.2988,3.3301080946590975,DecisionTreeRegressor()
fgm_away,tov_away,0.0,regression,True,mean absolute error,3.2988,3.3197133438218605,DecisionTreeRegressor()
fgm_away,blk_away,0.0,regression,True,mean absolute error,1.9744,2.0091401214662183,DecisionTreeRegressor()
fgm_away,stl_away,0.0,regression,True,mean absolute error,2.3614,2.364984059879374,DecisionTreeRegressor()
pf_home,blk_home,0.0,regression,True,mean absolute error,2.1418,2.1907570827281444,DecisionTreeRegressor()
tov_home,home_wins,0.0,regression,True,mean absolute error,0.3872,0.47233025300981285,DecisionTreeRegressor()
pf_home,fgm_home,0.0,regression,True,mean absolute error,4.6202,4.651471313802631,DecisionTreeRegressor()
pf_home,fga_home,0.0,regression,True,mean absolute error,6.5432,6.580123024660493,DecisionTreeRegressor()
pf_home,oreb_home,0.0,regression,True,mean absolute error,3.4522,3.4609728172898615,DecisionTreeRegressor()
pf_home,dreb_home,0.0,regression,True,mean absolute error,4.366,4.380201890024593,DecisionTreeRegressor()
pf_home,reb_home,0.0,regression,True,mean absolute error,5.3582,5.383000929613201,DecisionTreeRegressor()
pf_home,ast_home,0.0,regression,True,mean absolute error,4.4306,4.464616879879145,DecisionTreeRegressor()
pf_home,stl_home,0.0,regression,True,mean absolute error,2.4324,2.4558652231687708,DecisionTreeRegressor()
pf_home,pts_home,0.0,regression,True,mean absolute error,10.7954,10.814106287773,DecisionTreeRegressor()
pts_home,stl_home,0.0,regression,True,mean absolute error,2.4324,2.4624683829446687,DecisionTreeRegressor()
pf_home,oreb_away,0.0,regression,True,mean absolute error,3.3968,3.396829423901883,DecisionTreeRegressor()
pf_home,dreb_away,0.0,regression,True,mean absolute error,4.4772,4.500846918364034,DecisionTreeRegressor()
pf_home,reb_away,0.0,regression,True,mean absolute error,5.3172,5.340905771665121,DecisionTreeRegressor()
pf_home,ast_away,0.0,regression,True,mean absolute error,4.176,4.1837733162821795,DecisionTreeRegressor()
pf_home,stl_away,0.0,regression,True,mean absolute error,2.3614,2.3811121871690895,DecisionTreeRegressor()
pf_home,blk_away,0.0,regression,True,mean absolute error,1.9744,2.0111845681299805,DecisionTreeRegressor()
pf_home,tov_away,0.0,regression,True,mean absolute error,3.2988,3.3008512898869364,DecisionTreeRegressor()
pf_home,home_wins,0.0,regression,True,mean absolute error,0.3872,0.4659096293260256,DecisionTreeRegressor()
tov_home,pts_away,0.0,regression,True,mean absolute error,10.5006,10.572679086174603,DecisionTreeRegressor()
tov_home,blk_away,0.0,regression,True,mean absolute error,1.9744,2.0104854401461467,DecisionTreeRegressor()
fga_home,stl_home,0.0,regression,True,mean absolute error,2.4324,2.454829821205595,DecisionTreeRegressor()
tov_home,ast_away,0.0,regression,True,mean absolute error,4.176,4.198496188060881,DecisionTreeRegressor()
tov_home,fgm_home,0.0,regression,True,mean absolute error,4.6202,4.6341205129762635,DecisionTreeRegressor()
tov_home,fg3m_home,0.0,regression,True,mean absolute error,3.4412,3.4744944187486775,DecisionTreeRegressor()
tov_home,fg3a_home,0.0,regression,True,mean absolute error,8.27,8.292121654012698,DecisionTreeRegressor()
tov_home,ftm_home,0.0,regression,True,mean absolute error,5.3258,5.371183243124296,DecisionTreeRegressor()
tov_home,fta_home,0.0,regression,True,mean absolute error,6.5984,6.622595002486366,DecisionTreeRegressor()
tov_home,oreb_home,0.0,regression,True,mean absolute error,3.4522,3.4838264925594165,DecisionTreeRegressor()
tov_home,ast_home,0.0,regression,True,mean absolute error,4.4306,4.458238087574456,DecisionTreeRegressor()
tov_home,stl_home,0.0,regression,True,mean absolute error,2.4324,2.4435303228435825,DecisionTreeRegressor()
tov_home,blk_home,0.0,regression,True,mean absolute error,2.1418,2.1842168512310267,DecisionTreeRegressor()
tov_home,pts_home,0.0,regression,True,mean absolute error,10.7954,10.813023402233686,DecisionTreeRegressor()
tov_home,plus_minus_home,0.0,regression,True,mean absolute error,10.4048,10.429961248869613,DecisionTreeRegressor()
tov_home,fgm_away,0.0,regression,True,mean absolute error,4.4624,4.48576251807494,DecisionTreeRegressor()
tov_home,fg3m_away,0.0,regression,True,mean absolute error,3.3884,3.4046652673089577,DecisionTreeRegressor()
tov_home,fg3a_away,0.0,regression,True,mean absolute error,8.1414,8.21237542774525,DecisionTreeRegressor()
tov_home,ftm_away,0.0,regression,True,mean absolute error,5.0038,5.018684889880548,DecisionTreeRegressor()
tov_home,fta_away,0.0,regression,True,mean absolute error,6.131,6.1314078884230705,DecisionTreeRegressor()
tov_home,oreb_away,0.0,regression,True,mean absolute error,3.3968,3.42096326128263,DecisionTreeRegressor()
pts_home,oreb_home,0.0,regression,True,mean absolute error,3.4522,3.51469459327306,DecisionTreeRegressor()
pts_home,blk_home,0.0,regression,True,mean absolute error,2.1418,2.1996085654878224,DecisionTreeRegressor()
fgm_away,reb_away,0.0,regression,True,mean absolute error,5.3172,5.321308877613776,DecisionTreeRegressor()
fgm_away,stl_home,0.0,regression,True,mean absolute error,2.4324,2.459371491510522,DecisionTreeRegressor()
plus_minus_home,blk_away,0.0,regression,True,mean absolute error,1.9744,1.9906305799496198,DecisionTreeRegressor()
plus_minus_home,tov_away,0.0,regression,True,mean absolute error,3.2988,3.3292239418813727,DecisionTreeRegressor()
plus_minus_home,year,0.0,regression,True,mean absolute error,9.1936,9.23907299551559,DecisionTreeRegressor()
fgm_away,fg3m_home,0.0,regression,True,mean absolute error,3.4412,3.4906738991875557,DecisionTreeRegressor()
fgm_away,fg3a_home,0.0,regression,True,mean absolute error,8.27,8.357325078227808,DecisionTreeRegressor()
fgm_away,fta_home,0.0,regression,True,mean absolute error,6.5984,6.612812781063221,DecisionTreeRegressor()
fgm_away,oreb_home,0.0,regression,True,mean absolute error,3.4522,3.4908787933389434,DecisionTreeRegressor()
fgm_away,reb_home,0.0,regression,True,mean absolute error,5.3582,5.383396528818,DecisionTreeRegressor()
fgm_away,blk_home,0.0,regression,True,mean absolute error,2.1418,2.189843279126914,DecisionTreeRegressor()
pts_home,tov_home,0.0,regression,True,mean absolute error,3.2248,3.2582538126521152,DecisionTreeRegressor()
fgm_away,tov_home,0.0,regression,True,mean absolute error,3.2248,3.2535915154143775,DecisionTreeRegressor()
fgm_away,pf_home,0.0,regression,True,mean absolute error,3.6374,3.655852716198414,DecisionTreeRegressor()
fg3m_home,blk_away,0.0,regression,True,mean absolute error,1.9744,2.0034872009182205,DecisionTreeRegressor()
fgm_away,fg3m_away,0.0,regression,True,mean absolute error,3.3884,3.4047827894282015,DecisionTreeRegressor()
fgm_away,fg3a_away,0.0,regression,True,mean absolute error,8.1414,8.275331293885532,DecisionTreeRegressor()
fgm_away,ftm_away,0.0,regression,True,mean absolute error,5.0038,5.033457779265563,DecisionTreeRegressor()
fgm_away,fta_away,0.0,regression,True,mean absolute error,6.131,6.132181816868367,DecisionTreeRegressor()
fgm_away,oreb_away,0.0,regression,True,mean absolute error,3.3968,3.427683249010799,DecisionTreeRegressor()
plus_minus_home,stl_away,0.0,regression,True,mean absolute error,2.3614,2.371899932492431,DecisionTreeRegressor()
plus_minus_home,oreb_away,0.0,regression,True,mean absolute error,3.3968,3.4526169915316705,DecisionTreeRegressor()
plus_minus_home,fg3a_away,0.0,regression,True,mean absolute error,8.1414,8.275160670056216,DecisionTreeRegressor()
plus_minus_home,fga_away,0.0,regression,True,mean absolute error,6.688,6.716179797830627,DecisionTreeRegressor()
pts_home,pf_home,0.0,regression,True,mean absolute error,3.6374,3.6861258520745843,DecisionTreeRegressor()
pts_home,fg3m_away,0.0,regression,True,mean absolute error,3.3884,3.4056319519602534,DecisionTreeRegressor()
pts_home,ftm_away,0.0,regression,True,mean absolute error,5.0038,5.010617902840179,DecisionTreeRegressor()
pts_home,fta_away,0.0,regression,True,mean absolute error,6.131,6.143885578805461,DecisionTreeRegressor()
pts_home,oreb_away,0.0,regression,True,mean absolute error,3.3968,3.468178331641229,DecisionTreeRegressor()
pts_home,stl_away,0.0,regression,True,mean absolute error,2.3614,2.393013318517433,DecisionTreeRegressor()
pts_home,blk_away,0.0,regression,True,mean absolute error,1.9744,2.0100289914030505,DecisionTreeRegressor()
pts_home,tov_away,0.0,regression,True,mean absolute error,3.2988,3.3582657831120066,DecisionTreeRegressor()
pts_home,year,0.0,regression,True,mean absolute error,9.1936,9.204400410639597,DecisionTreeRegressor()
fg3m_home,home_wins,0.0,regression,True,mean absolute error,0.3872,0.46855447312496934,DecisionTreeRegressor()
plus_minus_home,fga_home,0.0,regression,True,mean absolute error,6.5432,6.636924371762922,DecisionTreeRegressor()
plus_minus_home,fg3m_home,0.0,regression,True,mean absolute error,3.4412,3.4761972485130004,DecisionTreeRegressor()
plus_minus_home,fg3a_home,0.0,regression,True,mean absolute error,8.27,8.400036874763094,DecisionTreeRegressor()
plus_minus_home,oreb_home,0.0,regression,True,mean absolute error,3.4522,3.523662080436858,DecisionTreeRegressor()
fga_home,stl_away,0.0,regression,True,mean absolute error,2.3614,2.3659564127692905,DecisionTreeRegressor()
plus_minus_home,blk_home,0.0,regression,True,mean absolute error,2.1418,2.1660735063627548,DecisionTreeRegressor()
plus_minus_home,tov_home,0.0,regression,True,mean absolute error,3.2248,3.248579245452571,DecisionTreeRegressor()
home_wins,year,0.0,regression,True,mean absolute error,9.1936,9.195146133570791,DecisionTreeRegressor()
