x,y,ppscore,case,is_valid_score,metric,baseline_score,model_score,model
plus_minus_home,home_wins,1.0,regression,True,mean absolute error,0.3872,0.0,DecisionTreeRegressor()
fta_home,ftm_home,0.6343372744057497,regression,True,mean absolute error,5.3258,1.947446543969858,DecisionTreeRegressor()
ftm_home,fta_home,0.6342451755292452,regression,True,mean absolute error,6.5984,2.4133966337878285,DecisionTreeRegressor()
fta_away,ftm_away,0.6200354337937151,regression,True,mean absolute error,5.0038,1.9012666963830083,DecisionTreeRegressor()
ftm_away,fta_away,0.6188869692397471,regression,True,mean absolute error,6.131,2.3366039915911108,DecisionTreeRegressor()
fg3m_away,fg3a_away,0.5480812759728118,regression,True,mean absolute error,8.1414,3.679251099794951,DecisionTreeRegressor()
fg3a_away,fg3m_away,0.5473955472218871,regression,True,mean absolute error,3.3884,1.5336049277933577,DecisionTreeRegressor()
fg3m_home,fg3a_home,0.5365183552657142,regression,True,mean absolute error,8.27,3.832993201952543,DecisionTreeRegressor()
fg3a_home,fg3m_home,0.5332159807533601,regression,True,mean absolute error,3.4412,1.6062971670315374,DecisionTreeRegressor()
fgm_away,pts_away,0.4672732239887333,regression,True,mean absolute error,10.5006,5.593950784183908,DecisionTreeRegressor()
pts_away,fgm_away,0.46592552644245133,regression,True,mean absolute error,4.4624,2.383253930803205,DecisionTreeRegressor()
fgm_home,pts_home,0.4636469229786164,regression,True,mean absolute error,10.7954,5.790146007676644,DecisionTreeRegressor()
pts_home,fgm_home,0.4607852771444909,regression,True,mean absolute error,4.6202,2.4912798625370227,DecisionTreeRegressor()
year,fg3a_away,0.4584255282954849,regression,True,mean absolute error,8.1414,4.40917440393514,DecisionTreeRegressor()
year,fg3a_home,0.45668741531696166,regression,True,mean absolute error,8.27,4.493195075328726,DecisionTreeRegressor()
fg3a_away,year,0.4514044566783284,regression,True,mean absolute error,9.1936,5.0435679870821195,DecisionTreeRegressor()
fg3a_home,year,0.44916477635351826,regression,True,mean absolute error,9.1936,5.064158712116295,DecisionTreeRegressor()
pf_away,fta_home,0.43866940273094945,regression,True,mean absolute error,6.5984,3.703883813020103,DecisionTreeRegressor()
fta_home,pf_away,0.4375718248135885,regression,True,mean absolute error,3.8206,2.148813086117204,DecisionTreeRegressor()
home_wins,plus_minus_home,0.4100705522902861,regression,True,mean absolute error,10.4048,6.138097917530031,DecisionTreeRegressor()
pf_home,fta_away,0.4021148218189796,regression,True,mean absolute error,6.131,3.665634027427836,DecisionTreeRegressor()
fta_away,pf_home,0.3994486246296801,regression,True,mean absolute error,3.6374,2.1844455727720016,DecisionTreeRegressor()
reb_away,dreb_away,0.364119842586324,regression,True,mean absolute error,4.4772,2.84696264077251,DecisionTreeRegressor()
dreb_away,reb_away,0.35853462966480576,regression,True,mean absolute error,5.3172,3.4107996671462946,DecisionTreeRegressor()
pf_away,ftm_home,0.35335301688925524,regression,True,mean absolute error,5.3258,3.4439125026512043,DecisionTreeRegressor()
dreb_home,reb_home,0.35124749249026255,regression,True,mean absolute error,5.3582,3.4761456857386754,DecisionTreeRegressor()
ftm_home,pf_away,0.3494810929298803,regression,True,mean absolute error,3.8206,2.4853725363520995,DecisionTreeRegressor()
reb_home,dreb_home,0.34826162819711204,regression,True,mean absolute error,4.366,2.8454897312914085,DecisionTreeRegressor()
year,fg3m_away,0.33622742926273563,regression,True,mean absolute error,3.3884,2.2491269786861463,DecisionTreeRegressor()
fg3m_away,year,0.32959132007561354,regression,True,mean absolute error,9.1936,6.16346923975284,DecisionTreeRegressor()
pf_home,ftm_away,0.32284715042141654,regression,True,mean absolute error,5.0038,3.3883374287213157,DecisionTreeRegressor()
ftm_away,pf_home,0.32180703642557595,regression,True,mean absolute error,3.6374,2.46685908570561,DecisionTreeRegressor()
tov_home,stl_away,0.31953513040023807,regression,True,mean absolute error,2.3614,1.6068497430728779,DecisionTreeRegressor()
stl_away,tov_home,0.3182749567474047,regression,True,mean absolute error,3.2248,2.1984269194809696,DecisionTreeRegressor()
year,fg3m_home,0.31492433657576147,regression,True,mean absolute error,3.4412,2.3574823729754897,DecisionTreeRegressor()
fg3m_home,year,0.31431911508241184,regression,True,mean absolute error,9.1936,6.303875783578339,DecisionTreeRegressor()
fg3a_away,fg3a_home,0.3118102509908083,regression,True,mean absolute error,8.27,5.691329224306015,DecisionTreeRegressor()
fg3a_home,fg3a_away,0.3078677608708248,regression,True,mean absolute error,8.1414,5.634925411646267,DecisionTreeRegressor()
stl_home,tov_away,0.30772359119638537,regression,True,mean absolute error,3.2988,2.2836814173613638,DecisionTreeRegressor()
tov_away,stl_home,0.2963090422067819,regression,True,mean absolute error,2.4324,1.7116578857362237,DecisionTreeRegressor()
ast_home,fgm_home,0.27471722697135503,regression,True,mean absolute error,4.6202,3.3509514679469454,DecisionTreeRegressor()
fgm_home,ast_home,0.27162064064721636,regression,True,mean absolute error,4.4306,3.2271575895484435,DecisionTreeRegressor()
fgm_away,ast_away,0.2502638731028013,regression,True,mean absolute error,4.176,3.130898065922702,DecisionTreeRegressor()
ast_away,fgm_away,0.24808596405733896,regression,True,mean absolute error,4.4624,3.3553411939905304,DecisionTreeRegressor()
fg3m_away,fg3a_home,0.24055240208510353,regression,True,mean absolute error,8.27,6.280631634756193,DecisionTreeRegressor()
fg3a_home,fg3m_away,0.23614122997782083,regression,True,mean absolute error,3.3884,2.588259056343152,DecisionTreeRegressor()
fg3a_away,fg3m_home,0.22185899206942794,regression,True,mean absolute error,3.4412,2.6777388364906844,DecisionTreeRegressor()
fg3m_home,fg3a_away,0.22054360253167726,regression,True,mean absolute error,8.1414,6.345866314348603,DecisionTreeRegressor()
ast_home,pts_home,0.20734249362842205,regression,True,mean absolute error,10.7954,8.557054844283734,DecisionTreeRegressor()
pts_home,ast_home,0.19251180095060716,regression,True,mean absolute error,4.4306,3.57765721470824,DecisionTreeRegressor()
ast_away,pts_away,0.18497537472630488,regression,True,mean absolute error,10.5006,8.558247580148963,DecisionTreeRegressor()
oreb_home,reb_home,0.18083953429032362,regression,True,mean absolute error,5.3582,4.389225607365588,DecisionTreeRegressor()
pts_away,ast_away,0.18033677202050136,regression,True,mean absolute error,4.176,3.4229136400423865,DecisionTreeRegressor()
reb_home,oreb_home,0.17597771528549677,regression,True,mean absolute error,3.4522,2.844689731291408,DecisionTreeRegressor()
fg3m_home,fg3m_away,0.1755247381595597,regression,True,mean absolute error,3.3884,2.7936519772201476,DecisionTreeRegressor()
fgm_away,fga_away,0.17335859934158138,regression,True,mean absolute error,6.688,5.528577687603503,DecisionTreeRegressor()
fg3m_away,fg3m_home,0.17278641554182506,regression,True,mean absolute error,3.4412,2.8466073868374715,DecisionTreeRegressor()
fga_away,fgm_away,0.16225532633209172,regression,True,mean absolute error,4.4624,3.7383518317756734,DecisionTreeRegressor()
reb_away,oreb_away,0.1617514599704103,regression,True,mean absolute error,3.3968,2.84736264077251,DecisionTreeRegressor()
oreb_away,reb_away,0.15570417259372915,regression,True,mean absolute error,5.3172,4.489289773484623,DecisionTreeRegressor()
fgm_home,fga_home,0.1512631306226715,regression,True,mean absolute error,6.5432,5.553455083709736,DecisionTreeRegressor()
fga_home,fgm_home,0.14498413126483467,regression,True,mean absolute error,4.6202,3.9503443167302104,DecisionTreeRegressor()
pts_home,pts_away,0.13964263491791062,regression,True,mean absolute error,10.5006,9.034268547780988,DecisionTreeRegressor()
pts_away,pts_home,0.13360035373424328,regression,True,mean absolute error,10.7954,9.35313074129735,DecisionTreeRegressor()
pts_home,plus_minus_home,0.13172107606287597,regression,True,mean absolute error,10.4048,9.034268547780988,DecisionTreeRegressor()
plus_minus_home,pts_home,0.12982899632201883,regression,True,mean absolute error,10.7954,9.393844053105278,DecisionTreeRegressor()
oreb_away,fga_away,0.12779684842119,regression,True,mean absolute error,6.688,5.833294677759081,DecisionTreeRegressor()
oreb_home,fga_home,0.12317281072649922,regression,True,mean absolute error,6.5432,5.73725566485437,DecisionTreeRegressor()
fga_away,oreb_away,0.12016063669476551,regression,True,mean absolute error,3.3968,2.98863834927522,DecisionTreeRegressor()
fga_home,oreb_home,0.1165112643157824,regression,True,mean absolute error,3.4522,3.049979813329056,DecisionTreeRegressor()
fga_home,reb_home,0.11182084118387314,regression,True,mean absolute error,5.3582,4.759041568768571,DecisionTreeRegressor()
plus_minus_home,pts_away,0.10503742137541872,regression,True,mean absolute error,10.5006,9.397644053105278,DecisionTreeRegressor()
pts_home,fga_away,0.10455125818206712,regression,True,mean absolute error,6.688,5.988761185278335,DecisionTreeRegressor()
year,pts_away,0.10417956565357378,regression,True,mean absolute error,10.5006,9.406652052898083,DecisionTreeRegressor()
reb_home,fga_home,0.10190391248109876,regression,True,mean absolute error,6.5432,5.876422319853674,DecisionTreeRegressor()
pts_away,plus_minus_home,0.10103695012904124,regression,True,mean absolute error,10.4048,9.353530741297352,DecisionTreeRegressor()
plus_minus_home,fgm_home,0.10026167933143415,regression,True,mean absolute error,4.6202,4.156970989152907,DecisionTreeRegressor()
fgm_away,pts_home,0.10021473817245563,regression,True,mean absolute error,10.7954,9.713541815533073,DecisionTreeRegressor()
fga_away,pts_home,0.10013977562816978,regression,True,mean absolute error,10.7954,9.714351066183657,DecisionTreeRegressor()
year,fga_away,0.09989860184609667,regression,True,mean absolute error,6.688,6.019878150853305,DecisionTreeRegressor()
pts_home,fgm_away,0.09966780526976682,regression,True,mean absolute error,4.4624,4.0176423857641925,DecisionTreeRegressor()
fgm_home,plus_minus_home,0.09937588863189639,regression,True,mean absolute error,10.4048,9.370813753962844,DecisionTreeRegressor()
fg3m_away,pts_away,0.0967687074863346,regression,True,mean absolute error,10.5006,9.484470510168995,DecisionTreeRegressor()
year,fgm_away,0.09638682559607703,regression,True,mean absolute error,4.4624,4.032283429460065,DecisionTreeRegressor()
pts_away,fga_away,0.09512342800329743,regression,True,mean absolute error,6.688,6.051814513513946,DecisionTreeRegressor()
year,pts_home,0.09460342642006614,regression,True,mean absolute error,10.7954,9.774118170424819,DecisionTreeRegressor()
reb_away,fga_away,0.09320427880570936,regression,True,mean absolute error,6.688,6.064649783347416,DecisionTreeRegressor()
fg3m_home,pts_home,0.09199474805259844,regression,True,mean absolute error,10.7954,9.80227989687298,DecisionTreeRegressor()
year,fgm_home,0.09192642729269407,regression,True,mean absolute error,4.6202,4.195481520622295,DecisionTreeRegressor()
dreb_home,fga_away,0.09151825834015137,regression,True,mean absolute error,6.688,6.075925888221067,DecisionTreeRegressor()
home_wins,pts_home,0.09105730221220154,regression,True,mean absolute error,10.7954,9.8123999996984,DecisionTreeRegressor()
fga_away,dreb_home,0.09030722903421895,regression,True,mean absolute error,4.366,3.9717186380365996,DecisionTreeRegressor()
fga_away,pts_away,0.08885035202431457,regression,True,mean absolute error,10.5006,9.567617993533483,DecisionTreeRegressor()
dreb_away,plus_minus_home,0.0860500039388905,regression,True,mean absolute error,10.4048,9.509466919016631,DecisionTreeRegressor()
fga_away,reb_away,0.08512272000052656,regression,True,mean absolute error,5.3172,4.8645854732132,DecisionTreeRegressor()
fgm_home,fga_away,0.08473704036260199,regression,True,mean absolute error,6.688,6.121278674054918,DecisionTreeRegressor()
plus_minus_home,dreb_away,0.08415868789946257,regression,True,mean absolute error,4.4772,4.100404722536526,DecisionTreeRegressor()
dreb_away,fga_home,0.0841486945522858,regression,True,mean absolute error,6.5432,5.992598261805483,DecisionTreeRegressor()
fgm_home,pts_away,0.08412092302363838,regression,True,mean absolute error,10.5006,9.617279835697984,DecisionTreeRegressor()
ast_home,plus_minus_home,0.08250297990494637,regression,True,mean absolute error,10.4048,9.546372994685013,DecisionTreeRegressor()
year,fga_home,0.08210181394902083,regression,True,mean absolute error,6.5432,6.005991410968766,DecisionTreeRegressor()
plus_minus_home,ast_home,0.08064919896820444,regression,True,mean absolute error,4.4306,4.073275659051474,DecisionTreeRegressor()
fga_away,fgm_home,0.07954654370643877,regression,True,mean absolute error,4.6202,4.252679058767511,DecisionTreeRegressor()
fga_home,dreb_away,0.07909442543711509,regression,True,mean absolute error,4.4772,4.123078438432948,DecisionTreeRegressor()
fgm_home,fgm_away,0.0790642564176286,regression,True,mean absolute error,4.4624,4.109583662161974,DecisionTreeRegressor()
pts_away,fgm_home,0.07816210658823364,regression,True,mean absolute error,4.6202,4.2590754351410425,DecisionTreeRegressor()
fga_home,pts_away,0.0769304083091158,regression,True,mean absolute error,10.5006,9.692784554509299,DecisionTreeRegressor()
oreb_home,year,0.07604210574235004,regression,True,mean absolute error,9.1936,8.494499296647131,DecisionTreeRegressor()
plus_minus_home,fgm_away,0.07576759727277982,regression,True,mean absolute error,4.4624,4.124294673929947,DecisionTreeRegressor()
fgm_away,fgm_home,0.074176001861892,regression,True,mean absolute error,4.6202,4.277492036197686,DecisionTreeRegressor()
pts_away,fga_home,0.07180496280707083,regression,True,mean absolute error,6.5432,6.073365767360774,DecisionTreeRegressor()
pf_home,pf_away,0.07166758557900554,regression,True,mean absolute error,3.8206,3.5467868225368515,DecisionTreeRegressor()
fga_home,pts_home,0.07061072255464029,regression,True,mean absolute error,10.7954,10.033129005733636,DecisionTreeRegressor()
pf_away,pf_home,0.06905431889732883,regression,True,mean absolute error,3.6374,3.3862218204428562,DecisionTreeRegressor()
home_wins,dreb_away,0.06812407775800045,regression,True,mean absolute error,4.4772,4.17219487906188,DecisionTreeRegressor()
home_wins,pts_away,0.06724955750796313,regression,True,mean absolute error,10.5006,9.794439296431882,DecisionTreeRegressor()
dreb_home,plus_minus_home,0.06528772811281636,regression,True,mean absolute error,10.4048,9.725494246531769,DecisionTreeRegressor()
pts_home,fga_home,0.06519342073056833,regression,True,mean absolute error,6.5432,6.116626409475745,DecisionTreeRegressor()
fgm_away,plus_minus_home,0.06481623701631778,regression,True,mean absolute error,10.4048,9.730400017092617,DecisionTreeRegressor()
reb_home,fga_away,0.0624582113553136,regression,True,mean absolute error,6.688,6.2702794824556625,DecisionTreeRegressor()
fga_away,reb_home,0.06189439804262331,regression,True,mean absolute error,5.3582,5.026557436408016,DecisionTreeRegressor()
fga_home,fga_away,0.06084379508100157,regression,True,mean absolute error,6.688,6.281076698498262,DecisionTreeRegressor()
fga_home,reb_away,0.060363178932591355,regression,True,mean absolute error,5.3172,4.996236904979625,DecisionTreeRegressor()
fga_away,fga_home,0.05967583410734201,regression,True,mean absolute error,6.5432,6.15272908226884,DecisionTreeRegressor()
fg3a_away,pts_away,0.05866016622940351,regression,True,mean absolute error,10.5006,9.884633058491525,DecisionTreeRegressor()
fgm_away,fga_home,0.05816212441545765,regression,True,mean absolute error,6.5432,6.162633587524777,DecisionTreeRegressor()
fga_home,fgm_away,0.058074975494784464,regression,True,mean absolute error,4.4624,4.203246229352073,DecisionTreeRegressor()
home_wins,fgm_home,0.05772249054356027,regression,True,mean absolute error,4.6202,4.353510549190642,DecisionTreeRegressor()
fg3a_away,fga_away,0.05771366389271326,regression,True,mean absolute error,6.688,6.302011015885533,DecisionTreeRegressor()
plus_minus_home,dreb_home,0.05638061222714719,regression,True,mean absolute error,4.366,4.119842247016275,DecisionTreeRegressor()
pts_away,fg3m_away,0.05547196724153203,regression,True,mean absolute error,3.3884,3.200438786198793,DecisionTreeRegressor()
reb_away,fga_home,0.055324580045702176,regression,True,mean absolute error,6.5432,6.181200207844961,DecisionTreeRegressor()
oreb_away,year,0.054832125220672934,regression,True,mean absolute error,9.1936,8.689495373571221,DecisionTreeRegressor()
dreb_away,fg3a_home,0.054415899938338286,regression,True,mean absolute error,8.27,7.819980507509942,DecisionTreeRegressor()
fg3a_home,dreb_away,0.05422644174879543,regression,True,mean absolute error,4.4772,4.234417375002293,DecisionTreeRegressor()
fg3a_home,pts_home,0.053757918930952275,regression,True,mean absolute error,10.7954,10.215061761972798,DecisionTreeRegressor()
ftm_away,pts_away,0.05301492059376478,regression,True,mean absolute error,10.5006,9.943911524813114,DecisionTreeRegressor()
year,oreb_home,0.05254264695049804,regression,True,mean absolute error,3.4522,3.2708122741974908,DecisionTreeRegressor()
home_wins,ast_home,0.05111567664709227,regression,True,mean absolute error,4.4306,4.204126883047393,DecisionTreeRegressor()
dreb_away,year,0.05026429434340007,regression,True,mean absolute error,9.1936,8.731490183524517,DecisionTreeRegressor()
fg3a_home,pts_away,0.05021293986309305,regression,True,mean absolute error,10.5006,9.973334003673605,DecisionTreeRegressor()
fg3a_home,fga_away,0.04987891522932297,regression,True,mean absolute error,6.688,6.354409814946288,DecisionTreeRegressor()
year,oreb_away,0.049032051729386406,regression,True,mean absolute error,3.3968,3.23024792668562,DecisionTreeRegressor()
pf_away,year,0.04882180775196143,regression,True,mean absolute error,9.1936,8.744751828251568,DecisionTreeRegressor()
year,dreb_away,0.04775511986270975,regression,True,mean absolute error,4.4772,4.263390777350676,DecisionTreeRegressor()
year,ast_away,0.047569124572979016,regression,True,mean absolute error,4.176,3.97735133578324,DecisionTreeRegressor()
ast_away,fga_away,0.04748948413878196,regression,True,mean absolute error,6.688,6.370390330079826,DecisionTreeRegressor()
plus_minus_home,ast_away,0.04737743683250861,regression,True,mean absolute error,4.176,3.978151823787444,DecisionTreeRegressor()
ftm_home,pts_home,0.04735008806003316,regression,True,mean absolute error,10.7954,10.284236859356719,DecisionTreeRegressor()
fg3a_away,dreb_home,0.04725541932172905,regression,True,mean absolute error,4.366,4.159682839241331,DecisionTreeRegressor()
reb_away,plus_minus_home,0.046662748446152924,regression,True,mean absolute error,10.4048,9.919283434967468,DecisionTreeRegressor()
ast_away,plus_minus_home,0.04588530158497195,regression,True,mean absolute error,10.4048,9.927372614068684,DecisionTreeRegressor()
fg3m_away,ast_away,0.045271131238884266,regression,True,mean absolute error,4.176,3.9869477559464195,DecisionTreeRegressor()
fg3a_home,fga_home,0.04513342569404377,regression,True,mean absolute error,6.5432,6.2478829689987325,DecisionTreeRegressor()
year,dreb_home,0.04470442947689102,regression,True,mean absolute error,4.366,4.170820460903894,DecisionTreeRegressor()
home_wins,dreb_home,0.0441945705793656,regression,True,mean absolute error,4.366,4.17304650485049,DecisionTreeRegressor()
year,pf_home,0.04389090867112688,regression,True,mean absolute error,3.6374,3.477751208799643,DecisionTreeRegressor()
dreb_home,fg3a_away,0.04358139118501003,regression,True,mean absolute error,8.1414,7.78658646180636,DecisionTreeRegressor()
fga_away,ast_away,0.04352219453913464,regression,True,mean absolute error,4.176,3.994251315604574,DecisionTreeRegressor()
year,ast_home,0.04256335010452761,regression,True,mean absolute error,4.4306,4.24201882102688,DecisionTreeRegressor()
plus_minus_home,reb_away,0.04185789722648936,regression,True,mean absolute error,5.3172,5.09463318886731,DecisionTreeRegressor()
pf_home,year,0.04128218718323884,regression,True,mean absolute error,9.1936,8.814068083912176,DecisionTreeRegressor()
fg3m_home,fgm_home,0.04061460798907912,regression,True,mean absolute error,4.6202,4.432552388168856,DecisionTreeRegressor()
pf_home,fta_home,0.04051974472940523,regression,True,mean absolute error,6.5984,6.331034516377493,DecisionTreeRegressor()
pf_away,fta_away,0.04018052734123667,regression,True,mean absolute error,6.131,5.884653186870878,DecisionTreeRegressor()
year,pf_away,0.03980172686123762,regression,True,mean absolute error,3.8206,3.6685335223539557,DecisionTreeRegressor()
fg3a_away,pts_home,0.039752964742935215,regression,True,mean absolute error,10.7954,10.366250844414118,DecisionTreeRegressor()
tov_home,dreb_away,0.03920403696936203,regression,True,mean absolute error,4.4772,4.301675685680772,DecisionTreeRegressor()
fg3m_away,fgm_away,0.03886738640167653,regression,True,mean absolute error,4.4624,4.2889581749211585,DecisionTreeRegressor()
ast_home,fga_away,0.03866055715886829,regression,True,mean absolute error,6.688,6.429438193721489,DecisionTreeRegressor()
fg3m_away,oreb_away,0.038268831437422435,regression,True,mean absolute error,3.3968,3.266808433373363,DecisionTreeRegressor()
home_wins,fgm_away,0.03817700278540881,regression,True,mean absolute error,4.4624,4.292038942770391,DecisionTreeRegressor()
pts_away,ftm_away,0.03809710601479965,regression,True,mean absolute error,5.0038,4.8131697009231456,DecisionTreeRegressor()
pts_home,fg3m_home,0.03730121996562885,regression,True,mean absolute error,3.4412,3.3128390418542777,DecisionTreeRegressor()
pts_home,ftm_home,0.036974004357044454,regression,True,mean absolute error,5.3258,5.128883847595253,DecisionTreeRegressor()
dreb_home,year,0.036946625404768674,regression,True,mean absolute error,9.1936,8.853927504678719,DecisionTreeRegressor()
year,fta_home,0.03677323856485559,regression,True,mean absolute error,6.5984,6.355755462653657,DecisionTreeRegressor()
tov_away,dreb_home,0.035938823676986864,regression,True,mean absolute error,4.366,4.209091095826275,DecisionTreeRegressor()
reb_home,plus_minus_home,0.035924890196235904,regression,True,mean absolute error,10.4048,10.031008702486204,DecisionTreeRegressor()
home_wins,reb_away,0.03583877355695975,regression,True,mean absolute error,5.3172,5.126638073242933,DecisionTreeRegressor()
fg3a_away,fgm_away,0.035172559879756427,regression,True,mean absolute error,4.4624,4.305445968792575,DecisionTreeRegressor()
fg3a_home,fgm_home,0.03513452723226551,regression,True,mean absolute error,4.6202,4.457871457281486,DecisionTreeRegressor()
blk_home,oreb_away,0.034698500624591566,regression,True,mean absolute error,3.3968,3.2789361330783873,DecisionTreeRegressor()
fta_away,pts_away,0.03409197920346607,regression,True,mean absolute error,10.5006,10.142613763176085,DecisionTreeRegressor()
fg3m_home,oreb_home,0.03403620634043125,regression,True,mean absolute error,3.4522,3.3347002084715633,DecisionTreeRegressor()
blk_home,fga_away,0.03373708555055577,regression,True,mean absolute error,6.688,6.4623663718378825,DecisionTreeRegressor()
fg3m_home,fga_away,0.03326427736700177,regression,True,mean absolute error,6.688,6.465528512969492,DecisionTreeRegressor()
fg3a_away,dreb_away,0.03325760269515221,regression,True,mean absolute error,4.4772,4.328299061213264,DecisionTreeRegressor()
fta_home,pf_home,0.03281534969739275,regression,True,mean absolute error,3.6374,3.5180374470107036,DecisionTreeRegressor()
home_wins,ast_away,0.03272189651833868,regression,True,mean absolute error,4.176,4.039353360139418,DecisionTreeRegressor()
plus_minus_home,reb_home,0.032638850389380636,regression,True,mean absolute error,5.3582,5.183314511843621,DecisionTreeRegressor()
dreb_away,tov_home,0.03243072354886045,regression,True,mean absolute error,3.2248,3.1202174026996348,DecisionTreeRegressor()
fta_away,pf_away,0.032098884900517155,regression,True,mean absolute error,3.8206,3.6979630003490844,DecisionTreeRegressor()
fta_home,year,0.031984972863390304,regression,True,mean absolute error,9.1936,8.899542953483135,DecisionTreeRegressor()
dreb_home,tov_away,0.031760121222730975,regression,True,mean absolute error,3.2988,3.194029712110455,DecisionTreeRegressor()
oreb_away,fg3m_away,0.03166411085159482,regression,True,mean absolute error,3.3884,3.281109326790456,DecisionTreeRegressor()
fta_home,pts_home,0.030963227680937844,regression,True,mean absolute error,10.7954,10.461139571893204,DecisionTreeRegressor()
fg3m_home,ast_home,0.030692093931802167,regression,True,mean absolute error,4.4306,4.294615608625757,DecisionTreeRegressor()
fg3a_home,fgm_away,0.03015212948386803,regression,True,mean absolute error,4.4624,4.327849137391187,DecisionTreeRegressor()
ftm_home,pf_home,0.02962105509080526,regression,True,mean absolute error,3.6374,3.529656374212705,DecisionTreeRegressor()
fg3a_away,ast_away,0.029286151454086418,regression,True,mean absolute error,4.176,4.053701031527735,DecisionTreeRegressor()
pf_home,ftm_home,0.02921204665589816,regression,True,mean absolute error,5.3258,5.1702224819200175,DecisionTreeRegressor()
fg3m_home,pf_away,0.029196144497480425,regression,True,mean absolute error,3.8206,3.7090532103329266,DecisionTreeRegressor()
fg3a_away,oreb_home,0.028919292527155305,regression,True,mean absolute error,3.4522,3.3523648183377546,DecisionTreeRegressor()
year,fta_away,0.028884405451878425,regression,True,mean absolute error,6.131,5.953909710174534,DecisionTreeRegressor()
oreb_home,fg3m_home,0.028598789347913156,regression,True,mean absolute error,3.4412,3.342785846095961,DecisionTreeRegressor()
home_wins,reb_home,0.028010261431446026,regression,True,mean absolute error,5.3582,5.208115417198026,DecisionTreeRegressor()
pf_away,fg3a_home,0.02787380339705392,regression,True,mean absolute error,8.27,8.039483645906364,DecisionTreeRegressor()
oreb_home,fg3a_away,0.02785778865406796,regression,True,mean absolute error,8.1414,7.914598599451772,DecisionTreeRegressor()
fg3a_away,fgm_home,0.027730429256515365,regression,True,mean absolute error,4.6202,4.4920798707490475,DecisionTreeRegressor()
ast_home,fga_home,0.02765605285670747,regression,True,mean absolute error,6.5432,6.362240914947991,DecisionTreeRegressor()
fg3a_away,fga_home,0.027211187047539553,regression,True,mean absolute error,6.5432,6.365151760910539,DecisionTreeRegressor()
blk_away,fga_home,0.02718663407552291,regression,True,mean absolute error,6.5432,6.365312415917038,DecisionTreeRegressor()
fg3m_home,fta_home,0.026785995203658097,regression,True,mean absolute error,6.5984,6.421655289248182,DecisionTreeRegressor()
fg3a_home,pf_away,0.02648958222799591,regression,True,mean absolute error,3.8206,3.719393902139719,DecisionTreeRegressor()
dreb_away,fg3a_away,0.02640700718759692,regression,True,mean absolute error,8.1414,7.926409991682899,DecisionTreeRegressor()
fg3m_home,pts_away,0.026376316294024704,regression,True,mean absolute error,10.5006,10.223632853122965,DecisionTreeRegressor()
year,ftm_home,0.026318895428034783,regression,True,mean absolute error,5.3258,5.185630826729373,DecisionTreeRegressor()
ast_away,pts_home,0.0258674755338254,regression,True,mean absolute error,10.7954,10.516150254622142,DecisionTreeRegressor()
fgm_home,dreb_away,0.02581243340018169,regression,True,mean absolute error,4.4772,4.361632573180707,DecisionTreeRegressor()
fg3a_home,fta_home,0.025645626940742683,regression,True,mean absolute error,6.5984,6.429179895194204,DecisionTreeRegressor()
fg3a_home,dreb_home,0.02559194909100382,regression,True,mean absolute error,4.366,4.254265550268677,DecisionTreeRegressor()
fga_away,ast_home,0.025580176344699335,regression,True,mean absolute error,4.4306,4.317264470687175,DecisionTreeRegressor()
ftm_away,pf_away,0.025496046552157203,regression,True,mean absolute error,3.8206,3.7231898045428284,DecisionTreeRegressor()
fg3m_away,fga_away,0.02542802305398817,regression,True,mean absolute error,6.688,6.517937381814927,DecisionTreeRegressor()
pf_away,fg3m_home,0.02500297544377561,regression,True,mean absolute error,3.4412,3.3551597609028794,DecisionTreeRegressor()
fg3m_away,oreb_home,0.024810120732708496,regression,True,mean absolute error,3.4522,3.3665505012065435,DecisionTreeRegressor()
pf_away,ftm_away,0.024789258222204902,regression,True,mean absolute error,5.0038,4.879759509707731,DecisionTreeRegressor()
fg3m_away,dreb_away,0.02467439395663218,regression,True,mean absolute error,4.4772,4.366727803377366,DecisionTreeRegressor()
fg3m_away,pts_home,0.02437163540513687,regression,True,mean absolute error,10.7954,10.532298447147387,DecisionTreeRegressor()
fga_home,ast_home,0.02409341116723529,regression,True,mean absolute error,4.4306,4.3238517324824475,DecisionTreeRegressor()
ftm_home,fta_away,0.02370099038397211,regression,True,mean absolute error,6.131,5.985689227955867,DecisionTreeRegressor()
tov_home,fga_home,0.023224843994927302,regression,True,mean absolute error,6.5432,6.391235200772392,DecisionTreeRegressor()
oreb_away,fg3a_home,0.023149650895247786,regression,True,mean absolute error,8.27,8.0785523870963,DecisionTreeRegressor()
fg3a_home,oreb_away,0.022749727719149182,regression,True,mean absolute error,3.3968,3.319523724883594,DecisionTreeRegressor()
dreb_away,pts_home,0.022404305815402092,regression,True,mean absolute error,10.7954,10.55353655700041,DecisionTreeRegressor()
fg3m_away,fta_away,0.022302570706221103,regression,True,mean absolute error,6.131,5.9942629390001585,DecisionTreeRegressor()
fg3m_home,oreb_away,0.022191345482190372,regression,True,mean absolute error,3.3968,3.3214204376660956,DecisionTreeRegressor()
fga_home,tov_home,0.022147955152750143,regression,True,mean absolute error,3.2248,3.1533772742234114,DecisionTreeRegressor()
tov_away,fga_away,0.02178391972168947,regression,True,mean absolute error,6.688,6.54230914490134,DecisionTreeRegressor()
