fgm_home,fga_home,fg3m_home,fg3a_home,ftm_home,fta_home,oreb_home,dreb_home,reb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,plus_minus_home,fgm_away,fga_away,fg3m_away,fg3a_away,ftm_away,fta_away,oreb_away,dreb_away,reb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away,play_off,season
50,106,13,30,22,32,12,44,56,35,10,8,21,27,135,2,42,111,15,51,34,36,18,42,60,22,11,7,17,30,133,0,34
43,92,0,4,35,41,16,34,50,30,15,5,13,18,121,20,40,84,3,7,18,20,7,24,31,35,7,3,19,26,101,0,3
40,82,1,7,21,27,11,31,42,30,11,6,14,16,102,13,36,84,0,2,17,21,15,25,40,21,6,5,15,21,89,0,3
43,72,3,6,19,25,10,27,37,23,3,5,14,25,108,7,34,85,7,17,26,34,23,18,41,19,10,1,14,25,101,0,20
28,84,1,9,21,33,24,21,45,13,12,3,13,26,78,-11,31,63,7,18,20,26,8,29,37,19,4,8,19,23,89,0,13
43,95,0,2,20,35,30,30,60,26,7,6,14,25,106,8,37,84,2,5,22,29,18,27,45,23,8,4,14,28,98,0,1
45,81,0,1,34,41,13,37,50,31,9,5,18,25,124,20,39,91,2,8,24,30,16,21,37,26,4,8,14,27,104,0,7
40,79,9,20,20,23,5,33,38,26,10,4,14,14,109,8,39,93,10,33,13,16,18,33,51,23,8,4,18,20,101,0,30
32,88,3,20,14,18,12,33,45,20,9,2,15,21,81,-7,31,69,4,15,22,29,5,35,40,20,9,2,18,19,88,0,17
33,65,8,17,28,37,5,31,36,19,6,5,14,21,102,2,35,80,7,13,23,30,11,23,34,14,10,2,11,28,100,0,22
42,88,8,16,20,30,9,31,40,18,8,5,16,25,112,-7,47,95,2,5,23,32,15,37,52,23,7,7,16,23,119,0,6
37,80,13,32,21,25,5,28,33,27,5,6,11,21,108,-16,43,91,13,37,25,28,11,38,49,29,4,9,8,21,124,0,33
39,83,6,13,16,22,15,22,37,20,10,4,17,24,100,-3,38,75,6,15,21,26,9,26,35,21,8,6,19,21,103,0,16
34,68,7,13,20,31,8,32,40,25,1,8,15,23,95,-2,38,80,5,11,16,21,7,24,31,26,6,2,6,29,97,1,9
34,85,0,6,18,20,13,38,51,20,9,3,13,14,86,5,35,88,3,13,8,12,11,37,48,23,8,4,13,22,81,0,6
49,90,3,11,18,22,17,31,48,36,10,11,16,20,119,5,44,93,10,26,16,20,15,24,39,28,8,4,15,19,114,0,10
39,69,5,11,31,38,8,31,39,27,7,7,16,22,114,26,30,85,6,16,22,28,19,24,43,19,8,5,10,27,88,0,9
42,90,10,24,18,21,18,30,48,32,6,3,14,25,112,13,36,74,6,14,21,27,9,25,34,16,6,3,12,17,99,0,9
43,80,5,8,19,21,11,30,41,22,9,4,22,21,110,-4,47,88,2,7,18,23,11,28,39,23,13,5,16,21,114,0,3
42,86,8,22,13,30,12,37,49,31,4,3,9,19,105,14,33,85,7,27,18,23,14,35,49,15,3,6,10,22,91,0,31
44,73,5,13,22,26,8,44,52,26,10,5,20,20,115,29,32,84,10,38,12,20,9,22,31,21,13,4,15,20,86,0,32
37,99,17,44,21,27,14,44,58,20,7,3,8,13,112,18,37,92,8,36,12,13,9,41,50,20,2,12,9,17,94,0,35
36,83,5,12,17,22,12,22,34,19,10,0,12,19,94,-7,37,75,7,18,20,23,12,34,46,20,5,5,17,21,101,0,18
43,82,4,15,15,20,10,23,33,21,10,5,17,21,105,4,39,86,6,12,17,23,19,28,47,20,8,4,23,21,101,0,29
36,75,5,13,21,29,14,22,36,21,7,4,8,23,98,12,29,63,7,20,21,29,12,27,39,16,6,5,16,20,86,0,13
33,70,3,10,31,37,15,29,44,14,1,8,16,13,100,2,44,93,4,13,6,11,17,21,38,29,12,5,10,26,98,0,16
42,83,2,9,21,29,17,34,51,24,5,6,12,22,107,13,34,84,7,19,19,28,16,22,38,20,6,4,12,22,94,0,11
35,87,4,20,13,19,10,30,40,23,12,4,11,23,87,4,31,81,2,16,19,23,13,34,47,16,3,8,18,20,83,0,26
48,91,14,31,12,17,7,30,37,25,5,3,9,25,122,13,39,85,9,27,22,33,14,33,47,21,6,6,11,18,109,0,36
34,75,7,16,28,33,8,34,42,25,9,12,16,22,103,6,35,88,5,10,22,28,19,30,49,15,8,7,17,29,97,0,19
43,90,2,8,24,26,13,29,42,18,8,3,10,19,112,6,41,86,10,20,14,22,15,32,47,24,5,4,16,25,106,0,16
36,80,9,22,15,22,19,32,51,21,6,6,15,16,96,10,32,79,4,9,18,24,12,23,35,19,6,5,11,18,86,0,18
43,91,2,10,16,19,14,33,47,32,6,4,15,23,104,-3,43,90,0,3,21,30,15,30,45,25,7,6,11,18,107,0,5
42,79,3,6,27,35,10,24,34,27,3,10,14,19,114,12,42,95,1,6,17,25,23,30,53,25,9,3,18,30,102,0,0
35,85,1,2,24,36,9,35,44,21,6,7,23,27,95,-26,51,104,0,2,19,31,15,41,56,35,14,2,15,28,121,0,4
42,86,1,4,23,34,18,33,51,17,12,7,18,18,108,20,38,89,3,10,9,16,14,26,40,22,7,4,22,26,88,0,3
38,91,0,5,19,30,17,25,42,17,13,2,12,25,95,2,37,77,1,1,18,26,14,38,52,13,6,5,23,32,93,0,2
47,93,1,7,23,27,19,26,45,26,16,1,10,20,118,13,43,78,5,9,14,20,8,23,31,31,8,5,20,24,105,0,7
38,84,9,27,26,32,5,33,38,28,7,5,10,28,111,7,34,83,7,22,29,38,12,37,49,17,6,0,20,29,104,0,23
35,79,4,9,13,16,14,32,46,20,5,5,19,27,87,-22,39,80,6,21,25,36,12,30,42,28,8,6,10,13,109,0,26
30,75,0,0,33,42,15,25,40,18,4,1,15,26,93,-16,44,86,2,3,19,26,15,29,44,25,6,5,12,30,109,0,2
46,87,6,14,23,31,17,34,51,34,3,4,12,23,121,12,44,96,4,11,17,22,16,22,38,25,6,5,8,26,109,0,7
40,89,7,27,22,25,11,35,46,19,12,8,14,12,109,6,42,96,9,30,10,11,11,36,47,21,8,6,17,17,103,0,30
50,103,14,33,20,25,8,41,49,33,9,10,12,29,134,1,44,101,15,45,30,37,11,42,53,28,6,5,17,22,133,0,34
33,87,3,10,17,21,18,26,44,18,9,6,11,22,86,-6,35,78,3,5,19,22,13,36,49,29,6,7,17,20,92,0,7
34,86,15,43,14,18,15,28,43,27,8,4,16,25,97,-7,38,74,10,26,18,24,4,33,37,26,7,9,15,15,104,0,29
51,103,20,45,6,7,17,50,67,32,6,6,11,12,128,53,29,95,6,33,11,15,15,30,45,15,7,8,12,14,75,0,36
35,79,4,16,30,39,12,26,38,20,15,5,6,27,104,6,34,69,3,12,27,32,11,35,46,22,2,2,19,30,98,1,12
35,92,3,13,28,40,19,32,51,27,12,2,16,23,101,-11,44,82,3,5,21,30,8,41,49,28,7,13,21,29,112,0,3
45,81,2,6,17,20,14,27,41,24,9,2,10,24,109,15,32,70,6,17,24,28,11,20,31,18,6,5,18,20,94,0,14
38,81,9,22,12,16,15,35,50,23,6,5,14,14,97,20,30,73,7,27,10,13,4,23,27,24,8,4,9,19,77,0,26
26,75,8,20,14,19,11,24,35,18,9,3,14,23,74,-15,31,86,5,19,22,30,26,35,61,18,7,1,14,21,89,0,11
34,71,0,6,17,28,14,29,43,25,6,7,18,12,85,-15,40,82,10,18,10,15,10,24,34,23,12,9,11,28,100,0,16
39,78,5,15,16,17,10,31,41,23,12,5,18,19,99,18,30,76,4,17,17,20,12,21,33,11,9,3,19,20,81,0,21
33,76,1,7,21,27,15,20,35,22,12,9,19,20,88,-4,37,76,1,6,17,22,14,23,37,22,10,6,18,25,92,0,15
47,96,2,6,15,22,10,22,32,28,16,9,8,24,111,-3,49,84,0,3,16,22,13,36,49,26,4,8,20,20,114,0,5
55,117,4,7,22,26,21,37,58,34,16,6,21,21,136,23,49,104,0,2,15,23,16,33,49,23,17,9,22,19,113,0,3
39,91,11,33,12,20,20,34,54,21,5,6,22,22,101,-26,45,100,20,51,17,18,13,29,42,17,13,7,12,19,127,0,33
51,86,5,6,21,27,13,30,43,39,6,10,14,17,128,20,47,87,0,3,14,16,6,21,27,28,11,1,15,20,108,0,5
31,68,6,14,25,29,12,35,47,20,7,6,18,23,93,7,33,78,6,17,14,23,11,25,36,20,12,4,12,28,86,0,19
35,81,5,14,8,18,14,36,50,22,1,1,15,22,83,-20,40,79,6,16,17,24,9,33,42,24,6,2,9,23,103,0,10
39,88,9,21,14,15,8,38,46,20,12,5,14,18,101,10,36,86,5,24,14,17,5,35,40,19,7,4,14,19,91,0,36
29,82,4,8,18,21,12,30,42,16,8,3,17,27,80,-8,31,76,4,15,22,32,18,32,50,26,8,5,19,22,88,0,19
40,79,13,20,20,28,7,30,37,20,7,5,12,26,113,2,40,87,8,20,23,31,16,31,47,26,5,4,11,22,111,0,15
43,81,14,24,9,17,9,37,46,32,8,7,18,25,109,18,32,83,5,18,22,32,14,26,40,17,7,1,17,16,91,0,25
40,90,7,22,29,39,12,40,52,28,10,7,12,22,116,22,35,94,9,32,15,23,18,39,57,20,4,2,22,27,94,0,30
36,73,2,6,20,35,11,26,37,24,3,4,14,24,94,-3,40,83,1,4,16,23,17,31,48,19,8,3,14,25,97,1,7
47,96,10,25,7,9,10,29,39,28,7,3,14,18,111,-14,44,85,15,31,22,26,8,35,43,31,8,5,12,13,125,0,32
38,77,9,16,22,31,12,23,35,15,8,6,14,30,107,-16,41,71,10,19,31,39,8,27,35,28,7,7,13,18,123,0,25
37,85,5,19,5,10,10,28,38,22,7,7,17,14,84,-18,43,88,6,13,10,11,10,37,47,27,12,7,17,15,102,0,25
49,85,3,5,25,32,17,30,47,32,8,2,13,25,126,32,34,78,0,4,26,32,11,13,24,19,9,2,12,24,94,0,6
43,88,8,19,17,23,9,30,39,21,5,5,8,18,111,7,43,92,7,15,11,15,14,34,48,17,2,5,14,21,104,0,19
41,77,2,10,14,19,8,29,37,24,8,6,19,26,98,16,30,68,7,19,15,18,5,23,28,20,11,6,26,22,82,0,14
38,86,4,22,32,35,11,37,48,19,10,6,14,22,112,8,36,102,10,34,22,28,15,34,49,22,3,1,16,27,104,0,34
42,79,13,31,23,25,8,35,43,28,7,7,19,26,120,4,38,89,12,36,28,34,14,25,39,24,11,4,12,20,116,0,34
40,85,9,22,17,25,17,30,47,26,6,4,6,18,106,14,34,78,8,19,16,20,12,32,44,19,1,4,10,22,92,0,22
44,86,13,31,16,19,10,31,41,26,8,6,16,18,117,9,42,82,11,27,13,19,6,29,35,24,8,3,19,18,108,0,33
34,87,4,11,19,24,15,26,41,26,7,6,10,21,91,8,31,73,1,6,20,29,13,34,47,24,7,4,19,23,83,0,7
43,80,13,30,11,14,6,38,44,30,11,5,18,20,110,21,30,83,8,26,21,25,11,28,39,14,7,5,16,16,89,0,32
33,82,5,21,16,25,10,28,38,14,6,9,14,20,87,-26,43,87,8,20,19,27,14,38,52,31,11,7,15,25,113,0,24
45,88,4,8,28,39,13,31,44,23,9,8,19,33,122,6,39,81,3,6,35,45,12,29,41,26,8,2,24,34,116,0,1
56,102,4,9,24,33,19,26,45,37,9,1,17,22,140,11,53,100,4,16,19,24,11,24,35,40,12,9,17,24,129,0,3
31,77,4,9,16,22,12,39,51,18,6,7,21,18,82,5,30,81,3,14,14,19,10,27,37,16,12,7,12,21,77,0,16
34,59,3,6,33,42,6,28,34,24,9,9,20,21,104,8,37,85,6,13,16,24,15,20,35,20,11,3,12,33,96,0,13
37,76,8,18,16,23,11,25,36,29,7,7,9,15,98,12,36,80,6,15,8,14,12,29,41,22,6,7,15,20,86,0,22
38,79,5,20,13,23,6,39,45,26,3,16,14,23,94,6,33,95,1,9,21,25,16,40,56,12,6,7,9,21,88,0,22
40,86,5,15,27,31,11,40,51,26,6,3,14,17,112,5,41,97,8,21,17,20,11,33,44,19,8,5,10,21,107,0,25
48,89,0,3,24,28,12,29,41,25,4,7,10,20,120,-10,50,97,4,8,26,27,16,26,42,26,5,6,8,18,130,0,6
38,87,3,17,14,17,11,41,52,21,4,9,13,24,93,-3,33,75,7,15,23,36,9,27,36,18,10,1,9,15,96,0,20
43,94,21,50,10,14,10,34,44,29,9,3,10,25,117,15,38,92,10,32,16,23,15,37,52,22,5,4,14,13,102,0,33
44,96,4,23,22,27,20,29,49,22,7,4,11,28,114,2,37,78,15,32,23,33,11,28,39,19,7,6,16,22,112,0,33
38,77,4,12,17,22,9,38,47,19,9,5,17,20,97,13,34,89,5,26,11,15,15,25,40,17,10,3,16,16,84,0,26
49,98,14,37,15,22,14,32,46,29,5,2,20,28,127,-4,47,94,15,34,22,31,14,31,45,25,11,2,18,26,131,0,32
28,80,6,26,29,38,7,38,45,18,9,5,16,20,91,2,36,83,3,28,14,25,6,46,52,17,8,5,20,25,89,0,32
33,86,3,21,24,30,14,27,41,16,6,6,16,30,93,-5,31,72,8,18,28,36,10,29,39,20,7,6,19,34,98,0,11
44,95,22,50,17,24,6,43,49,30,6,13,17,17,127,4,50,114,17,46,6,11,15,37,52,28,8,4,14,23,123,0,34
37,80,3,6,31,37,10,32,42,22,7,6,15,17,108,9,42,87,2,7,13,20,9,29,38,30,8,3,15,25,99,0,3
29,78,2,6,33,36,12,44,56,16,6,1,23,22,93,-5,37,96,2,7,22,26,10,33,43,15,20,8,11,22,98,0,2
37,82,7,15,24,37,15,28,43,26,12,5,19,28,105,-9,40,80,6,21,28,41,13,36,49,27,12,6,17,26,114,0,12
28,84,1,16,20,27,12,37,49,18,12,4,16,27,77,-11,28,76,9,26,23,37,9,39,48,14,11,2,15,18,88,0,18
46,85,10,24,18,26,13,34,47,40,9,10,13,18,120,19,38,87,9,18,16,26,13,24,37,27,9,7,13,19,101,0,19
42,87,3,10,25,28,14,27,41,19,15,5,11,25,112,10,43,92,7,18,9,20,25,31,56,28,4,3,24,26,102,0,14
45,91,6,21,15,20,16,37,53,24,8,5,11,21,111,19,31,76,8,24,22,34,8,26,34,17,6,1,13,15,92,0,28
41,97,7,22,17,23,14,40,54,19,14,12,9,19,106,34,30,82,2,5,10,23,18,41,59,14,7,4,24,20,72,0,15
38,81,1,3,20,27,11,33,44,21,8,5,14,30,97,4,32,80,2,10,27,40,21,33,54,21,6,2,17,23,93,0,6
52,90,17,33,9,9,6,39,45,34,9,2,16,23,130,28,39,86,4,13,20,28,8,29,37,27,13,1,12,13,102,0,28
52,77,14,25,15,26,5,34,39,36,5,7,17,31,133,23,35,79,6,21,34,42,11,23,34,21,9,0,13,22,110,0,24
43,89,16,41,14,18,5,35,40,28,7,3,9,19,116,-2,44,88,14,38,16,23,9,39,48,26,5,4,11,17,118,0,36
33,78,4,11,20,25,15,30,45,25,9,11,15,18,90,8,34,80,4,12,10,15,12,23,35,17,9,6,17,21,82,0,21
31,71,11,23,15,22,9,30,39,16,4,3,17,22,88,-1,36,76,5,15,12,19,7,29,36,22,8,1,11,22,89,0,29
31,71,5,19,12,17,14,32,46,16,6,5,23,12,79,-10,40,90,4,17,5,6,16,26,42,19,8,7,12,21,89,0,14
41,78,0,0,28,37,13,35,48,28,12,1,17,22,110,19,38,88,3,8,12,20,14,25,39,24,8,8,19,29,91,0,7
41,80,6,10,19,26,14,40,54,28,4,7,14,15,107,8,38,94,11,33,12,14,8,27,35,21,9,3,7,20,99,0,20
36,70,10,20,20,31,8,28,36,23,13,4,13,22,102,10,38,81,7,15,9,14,10,28,38,24,4,2,18,26,92,0,11
34,88,0,1,28,40,20,29,49,18,11,3,20,29,96,-16,40,78,0,1,32,42,9,39,48,23,9,2,17,27,112,0,2
39,91,14,30,16,22,15,28,43,20,10,3,12,16,108,-1,43,87,10,34,13,15,14,34,48,29,6,8,17,18,109,0,36
53,95,2,4,30,40,14,36,50,40,9,10,14,23,138,22,45,91,3,5,23,28,5,28,33,33,5,1,19,25,116,0,1
45,80,0,3,24,31,10,40,50,35,6,6,17,17,114,23,36,98,2,7,17,23,18,27,45,18,9,4,11,20,91,0,3
38,88,5,12,9,19,11,27,38,25,6,4,10,28,90,-12,38,75,8,19,18,32,12,36,48,22,5,3,20,20,102,0,9
41,82,12,27,18,24,14,31,45,21,6,7,12,25,112,20,33,74,6,18,20,25,9,29,38,19,6,0,15,21,92,0,20
38,81,9,27,14,18,11,39,50,22,8,9,16,13,99,16,33,93,9,31,8,10,10,32,42,19,11,0,14,19,83,0,32
38,81,1,5,19,31,14,48,62,18,8,17,19,28,96,29,25,91,2,10,15,24,15,31,46,16,8,7,16,25,67,0,19
30,74,15,38,17,23,6,32,38,20,8,6,17,25,92,-6,37,91,5,20,19,23,14,33,47,17,8,3,14,18,98,0,29
33,92,3,13,13,21,16,32,48,15,10,7,8,20,82,-1,34,83,1,12,14,19,16,42,58,16,5,8,18,22,83,0,19
34,91,3,11,14,17,20,34,54,22,11,5,12,18,85,11,27,78,6,20,14,18,12,35,47,15,5,4,18,19,74,0,29
43,94,10,27,19,25,13,33,46,20,7,9,14,22,115,-13,45,84,18,34,20,33,9,37,46,36,8,3,19,23,128,0,34
32,91,0,0,23,32,21,36,57,8,8,1,8,26,87,9,28,70,0,1,22,32,7,37,44,15,4,6,17,25,78,0,4
51,91,4,7,21,25,17,21,38,25,16,2,13,20,127,29,43,82,0,5,12,19,11,19,30,22,7,3,20,25,98,0,2
36,80,5,20,20,32,11,33,44,15,6,2,15,17,97,-23,48,93,10,25,14,18,12,35,47,30,6,5,9,26,120,0,35
34,82,4,12,16,17,16,26,42,19,7,2,18,14,88,-13,40,79,11,22,10,13,10,23,33,29,8,4,13,20,101,0,28
46,82,4,9,26,32,12,25,37,36,9,6,18,22,122,17,41,96,0,4,23,26,22,22,44,26,9,4,17,25,105,0,2
46,92,6,12,28,38,22,35,57,25,10,12,14,22,126,27,38,91,6,11,17,25,20,28,48,23,9,7,20,29,99,0,8
43,87,4,14,20,27,12,27,39,22,10,8,16,14,110,-5,45,88,10,23,15,16,12,27,39,23,11,6,18,24,115,0,23
31,88,5,13,20,26,16,30,46,24,12,10,8,25,87,3,29,71,4,10,22,31,9,39,48,15,4,10,18,21,84,0,12
59,101,1,2,18,26,13,38,51,34,9,4,14,23,137,22,47,99,2,5,19,26,15,25,40,21,8,3,16,20,115,0,0
32,85,6,20,20,28,18,28,46,20,10,0,14,21,90,-9,33,65,11,26,22,28,6,34,40,24,8,9,20,23,99,0,11
44,85,10,31,11,16,9,27,36,30,11,6,14,17,109,-15,45,92,19,45,15,21,13,30,43,34,6,4,15,11,124,0,35
37,75,5,19,17,25,9,35,44,21,7,17,13,15,96,10,34,92,3,13,15,17,18,29,47,16,8,3,16,19,86,0,30
40,88,1,5,17,23,14,29,43,27,10,2,12,26,98,17,31,72,2,11,17,24,12,31,43,16,8,5,23,19,81,0,6
42,82,2,9,9,15,10,24,34,26,6,4,14,16,95,-6,42,78,6,13,11,17,11,26,37,28,8,2,16,17,101,0,17
32,79,7,19,20,30,9,26,35,20,9,6,17,19,91,-30,45,88,9,23,22,26,15,33,48,25,12,6,18,24,121,0,13
33,91,6,21,21,24,14,27,41,22,10,2,11,31,93,-8,32,66,7,16,30,36,7,38,45,20,5,5,21,25,101,0,14
41,91,11,33,14,17,16,37,53,22,11,5,17,20,107,18,33,81,5,20,18,22,10,32,42,14,8,5,17,20,89,0,32
47,93,11,36,4,8,11,37,48,22,3,7,8,18,109,-14,43,91,19,40,18,19,10,29,39,29,3,2,6,14,123,1,35
39,81,6,9,33,39,11,35,46,23,8,4,13,24,117,24,37,86,4,9,15,21,15,31,46,22,8,6,18,24,93,0,5
35,87,10,36,17,22,11,29,40,22,9,5,22,22,97,-15,42,79,14,26,14,18,7,35,42,23,13,8,22,17,112,0,35
44,76,0,1,30,38,9,36,45,31,14,7,25,29,118,12,37,88,1,7,31,36,9,24,33,21,14,4,18,33,106,0,0
51,108,0,2,30,41,18,30,48,33,8,7,12,31,132,7,52,110,0,1,21,28,20,41,61,34,6,4,19,36,125,0,0
44,83,10,17,22,34,12,33,45,30,11,3,10,18,120,26,40,82,5,16,9,12,7,30,37,26,4,6,18,28,94,0,23
36,81,9,25,28,34,13,34,47,18,7,5,16,24,109,8,35,84,2,18,29,36,12,29,41,17,8,3,11,29,101,0,19
28,92,5,21,8,15,19,31,50,17,7,2,12,14,69,-26,38,82,10,25,9,13,11,42,53,26,7,4,12,14,95,0,31
32,72,3,14,30,39,10,36,46,16,7,3,13,21,97,15,29,79,6,19,18,25,11,29,40,17,5,4,11,25,82,1,21
36,87,8,14,23,31,12,28,40,23,11,3,12,27,103,-2,36,75,5,11,28,31,8,36,44,20,7,7,16,29,105,0,14
36,94,7,24,20,25,16,30,46,22,6,8,15,28,99,-23,46,84,8,17,22,41,6,36,42,30,10,4,10,16,122,0,29
37,77,3,13,16,19,12,35,47,16,8,4,16,21,93,7,36,79,6,11,8,14,9,25,34,28,9,1,13,18,86,0,16
37,77,0,2,25,35,10,25,35,17,9,5,18,25,99,-7,38,72,4,6,26,35,10,31,41,10,8,9,19,25,106,0,6
44,92,14,38,9,10,14,36,50,26,9,3,14,22,111,23,34,85,8,29,12,16,10,31,41,14,6,3,17,17,88,1,34
47,94,5,17,23,28,16,28,44,31,10,9,17,25,122,10,40,90,2,7,30,36,19,26,45,20,10,4,19,24,112,0,8
32,66,5,10,10,14,5,28,33,20,11,9,20,16,79,16,24,70,6,14,9,11,10,30,40,16,13,4,24,19,63,0,13
27,72,3,12,34,49,16,28,44,12,9,4,11,23,91,7,31,75,6,12,16,24,16,30,46,19,4,4,16,37,84,0,18
44,95,5,25,20,23,16,22,38,30,5,5,11,28,113,-14,47,83,8,16,25,32,15,30,45,27,4,8,14,22,127,0,9
32,87,7,19,23,30,18,41,59,20,8,7,18,21,94,-1,37,86,7,21,14,25,7,33,40,26,8,3,10,24,95,0,28
36,77,7,15,17,21,11,33,44,27,6,7,16,18,96,3,36,92,4,12,17,23,21,30,51,21,13,6,12,18,93,0,17
42,89,5,15,21,25,11,25,36,27,7,1,10,29,110,-3,39,80,4,11,31,40,17,31,48,20,4,2,15,23,113,0,7
46,93,3,8,23,33,21,26,47,17,5,1,12,32,118,7,39,77,6,11,27,35,9,20,29,20,6,6,11,33,111,0,6
38,95,12,26,16,20,17,35,52,28,11,4,22,23,104,-6,39,84,9,26,23,34,7,38,45,16,9,6,18,20,110,0,32
34,70,8,20,18,25,7,33,40,25,6,8,21,20,94,-14,40,84,9,17,19,23,13,29,42,27,12,2,13,22,108,0,11
45,83,8,17,11,18,9,33,42,29,7,8,17,19,109,-2,45,89,8,19,13,21,9,27,36,28,11,4,11,20,111,0,13
34,75,1,14,16,19,10,26,36,18,12,2,16,16,85,-17,38,75,12,23,14,17,11,27,38,20,4,0,18,18,102,0,24
34,77,7,11,14,19,10,24,34,21,7,3,14,26,89,-13,38,77,4,16,22,27,12,30,42,20,9,9,17,17,102,0,10
34,81,10,35,17,24,13,40,53,21,7,6,20,19,95,-6,41,91,7,27,12,23,9,30,39,21,11,6,12,20,101,0,32
46,75,5,9,8,15,5,31,36,34,10,4,18,17,105,2,39,86,9,22,16,17,15,22,37,20,8,2,15,14,103,0,25
51,99,1,4,16,24,14,32,46,41,8,3,12,25,119,-7,44,90,2,3,36,41,13,32,45,24,8,0,13,16,126,0,2
37,86,10,26,11,20,10,37,47,19,7,4,17,23,95,7,34,80,6,20,14,28,10,40,50,20,9,4,20,21,88,0,29
39,78,1,9,35,46,15,33,48,16,10,9,21,25,114,10,37,90,1,4,29,37,17,26,43,25,10,2,18,31,104,0,3
31,64,2,10,26,41,11,33,44,17,8,4,16,22,90,8,30,80,4,10,18,23,11,29,40,18,10,7,16,32,82,0,14
41,87,6,13,27,32,11,25,36,17,9,6,19,25,115,-1,39,81,8,21,30,35,11,36,47,23,8,4,27,28,116,0,20
49,102,2,8,24,33,22,33,55,28,10,10,19,35,124,30,30,78,0,2,34,50,15,34,49,19,10,10,25,24,94,0,3
36,90,11,32,18,21,18,33,51,25,6,4,18,24,101,-8,37,72,10,24,25,30,3,33,36,24,10,8,14,21,109,0,32
38,80,3,14,30,34,8,27,35,22,9,2,9,27,109,-6,43,86,3,9,26,31,18,31,49,17,4,5,16,25,115,0,17
39,86,2,12,24,29,16,22,38,26,17,5,19,29,104,-5,38,73,2,6,31,40,13,30,43,29,10,6,24,27,109,0,6
39,86,2,3,26,34,8,38,46,23,15,6,23,18,106,11,41,89,1,6,12,15,7,33,40,28,12,9,24,27,95,0,2
38,78,11,29,28,37,5,32,37,20,5,8,13,21,115,4,40,97,7,30,24,28,17,31,48,20,9,11,7,24,111,1,31
48,99,4,7,25,37,16,28,44,35,9,6,15,33,125,-2,47,101,3,6,30,44,20,32,52,20,10,3,16,31,127,0,1
32,78,4,17,34,41,12,42,54,20,5,6,16,23,102,11,35,93,3,5,18,24,15,35,50,14,8,5,14,28,91,0,7
37,83,1,7,13,17,14,30,44,22,7,4,17,19,88,-18,43,84,1,5,19,24,10,31,41,29,7,7,10,15,106,0,3
43,78,2,5,11,20,8,38,46,27,6,7,18,19,99,8,37,95,5,17,12,13,14,28,42,19,9,1,11,19,91,0,17
40,81,7,12,15,22,11,25,36,26,5,5,19,29,102,2,39,84,1,7,21,28,13,28,41,25,11,8,13,27,100,0,7
36,69,9,14,12,14,4,19,23,20,6,6,14,24,93,-3,35,71,6,14,20,28,13,25,38,14,8,4,19,18,96,0,23
37,74,8,26,15,21,6,17,23,25,14,4,15,26,97,12,31,62,2,11,21,31,9,29,38,23,6,5,29,23,85,0,26
36,83,7,19,25,28,10,35,45,27,10,6,15,27,104,3,33,88,4,17,31,37,14,36,50,20,9,8,15,19,101,0,20
35,88,10,20,11,18,10,38,48,24,6,5,14,20,91,8,33,86,3,14,14,16,9,37,46,22,8,6,15,21,83,0,28
40,80,6,16,20,28,10,30,40,25,3,2,11,16,106,2,42,82,5,17,15,17,7,30,37,27,6,1,10,27,104,0,20
41,78,12,28,13,21,8,33,41,27,8,4,15,24,107,18,33,84,9,31,14,18,10,29,39,27,6,3,17,21,89,0,33
36,82,5,18,12,21,12,32,44,24,13,5,15,24,89,15,28,73,1,3,17,24,13,36,49,18,8,2,24,24,74,0,16
29,91,2,11,21,28,19,34,53,18,8,5,16,20,81,-12,32,82,9,20,20,25,12,39,51,20,9,13,16,21,93,0,19
43,87,14,43,8,11,11,39,50,30,8,2,18,14,108,17,35,82,8,31,13,17,7,31,38,30,5,3,14,18,91,0,35
43,91,15,44,10,15,12,27,39,32,2,1,9,18,111,-9,43,74,18,35,16,21,5,30,35,32,2,1,13,18,120,0,36
28,68,1,9,25,33,12,35,47,17,7,6,23,19,82,4,29,81,2,14,18,24,13,27,40,18,14,10,15,27,78,0,12
45,91,8,17,12,20,19,22,41,29,16,3,19,28,110,12,32,70,2,8,32,42,15,26,41,17,9,2,24,19,98,0,12
32,78,5,22,25,32,11,26,37,19,12,6,11,23,94,-7,40,77,4,12,17,22,12,31,43,26,4,3,16,22,101,0,18
37,73,9,17,33,42,9,31,40,20,10,5,13,25,116,14,38,84,7,18,19,25,13,28,41,19,4,5,16,26,102,1,24
42,85,11,26,25,32,16,38,54,32,15,1,16,18,120,33,36,96,6,20,9,13,20,25,45,18,7,1,20,22,87,0,11
39,80,3,6,25,33,12,24,36,23,5,3,11,26,106,3,38,76,4,8,23,37,13,33,46,25,4,3,17,32,103,0,2
45,92,4,10,19,23,16,29,45,34,12,7,13,11,113,17,44,92,2,6,6,8,15,25,40,25,7,3,17,24,96,0,8
36,73,10,22,17,22,7,32,39,21,4,6,18,20,99,8,39,96,0,12,13,19,19,27,46,10,8,1,13,19,91,0,24
35,85,6,19,20,25,20,28,48,18,7,11,14,24,96,-4,35,79,8,14,22,27,13,28,41,24,5,5,11,22,100,0,15
40,83,3,10,21,27,12,32,44,27,15,8,13,25,104,11,33,82,5,15,22,27,14,31,45,24,7,4,17,22,93,0,14
