fgm_home,fga_home,fg3m_home,fg3a_home,ftm_home,fta_home,oreb_home,dreb_home,reb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,plus_minus_home,fgm_away,fga_away,fg3m_away,fg3a_away,ftm_away,fta_away,oreb_away,dreb_away,reb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away,play_off,season
38,80,7,19,19,20,6,33,39,25,3,4,6,20,102,7,35,77,5,14,20,26,10,33,43,17,3,3,12,17,95,0,24
38,87,7,21,23,29,16,25,41,20,7,5,14,16,106,-6,42,82,12,22,16,17,7,31,38,23,5,6,18,22,112,0,30
28,68,7,16,27,35,6,32,38,14,8,8,11,23,90,7,27,72,5,16,24,33,10,35,45,14,4,4,15,30,83,0,20
40,91,4,13,23,32,13,23,36,17,9,9,16,24,107,-7,44,92,0,0,26,29,13,35,48,28,9,4,22,30,114,0,0
35,67,5,12,27,34,5,28,33,21,14,9,17,19,102,14,34,82,4,12,16,20,13,26,39,20,7,3,20,25,88,0,16
35,79,5,26,20,28,16,30,46,23,3,2,16,16,95,-11,43,83,6,18,14,16,7,27,34,27,12,2,7,20,106,0,11
28,77,7,25,22,27,5,30,35,15,2,4,16,20,85,-25,44,86,9,18,13,18,7,38,45,33,11,5,11,25,110,0,29
33,83,8,16,21,32,17,26,43,20,13,4,19,24,95,3,35,74,7,16,15,24,11,30,41,10,11,7,23,29,92,0,20
37,87,12,43,20,29,7,33,40,17,6,3,13,20,106,-24,49,90,17,38,15,28,11,44,55,34,6,4,16,24,130,0,36
41,81,7,20,14,20,9,29,38,24,4,6,12,16,103,4,40,87,3,12,16,17,16,32,48,16,8,5,15,19,99,0,23
43,88,3,14,28,40,16,26,42,31,15,7,12,16,117,9,44,86,6,14,14,20,15,30,45,28,10,4,21,32,108,0,8
35,74,9,27,10,16,5,26,31,25,6,3,13,13,89,-7,42,86,8,16,4,6,12,32,44,26,7,2,12,12,96,0,26
50,88,2,2,15,22,11,31,42,31,8,6,22,24,117,11,45,88,2,9,14,25,18,25,43,23,14,1,20,21,106,0,3
40,69,6,11,24,31,7,27,34,37,8,6,17,14,110,5,41,89,9,28,14,17,16,23,39,20,11,1,16,23,105,0,12
45,89,5,12,8,10,14,26,40,33,8,7,9,20,103,18,32,66,3,12,18,25,6,24,30,20,4,5,19,17,85,0,25
43,83,0,2,12,19,6,30,36,36,14,4,18,30,98,-2,37,76,3,8,23,36,10,28,38,23,10,8,22,22,100,0,0
38,85,15,35,18,22,10,41,51,27,5,6,17,19,109,2,41,101,9,36,16,22,16,36,52,26,12,6,11,21,107,0,35
54,94,4,5,23,29,18,41,59,42,5,4,20,18,135,27,40,99,3,12,25,31,15,18,33,16,15,1,10,20,108,0,5
46,94,16,33,17,22,12,25,37,33,9,2,11,18,125,10,44,81,11,28,16,20,7,32,39,27,7,5,20,18,115,0,35
28,80,8,26,25,44,18,24,42,16,6,8,9,20,89,-6,33,66,3,9,26,31,10,33,43,16,1,10,18,31,95,0,21
41,75,2,12,21,28,5,26,31,21,7,5,14,29,105,-7,41,80,7,20,23,29,8,25,33,23,8,3,13,20,112,0,25
43,82,0,6,11,16,9,21,30,29,10,3,15,22,97,-10,41,78,4,11,21,26,13,28,41,23,11,1,19,18,107,0,5
30,76,11,28,26,34,9,36,45,22,8,10,17,18,97,-6,39,90,8,20,17,19,10,35,45,18,10,4,13,27,103,0,30
53,105,0,0,33,41,20,27,47,26,13,2,22,30,139,-1,56,99,3,7,25,33,14,30,44,44,7,5,26,31,140,0,2
47,85,21,41,15,16,7,30,37,35,12,5,18,17,130,15,44,83,12,34,15,20,8,29,37,26,12,3,19,18,115,0,35
36,85,6,19,15,28,13,29,42,21,13,3,11,21,93,-4,36,75,5,13,20,27,6,32,38,17,3,5,17,21,97,0,20
25,66,4,9,12,16,7,28,35,14,7,9,19,24,66,-11,26,68,3,4,22,28,8,31,39,14,10,8,16,16,77,0,18
42,87,3,7,22,25,21,24,45,20,7,9,16,19,109,4,41,77,3,8,20,26,12,21,33,23,10,3,16,24,105,0,7
42,82,7,24,22,28,6,26,32,33,9,2,16,32,113,-5,35,68,12,21,36,44,8,29,37,25,7,5,21,20,118,0,30
33,85,7,32,20,25,12,36,48,19,10,7,16,21,93,2,33,82,7,24,18,20,9,38,47,20,7,6,18,24,91,0,31
41,78,9,20,20,25,16,19,35,31,9,6,18,20,111,5,40,78,7,17,19,21,14,20,34,21,10,6,16,23,106,0,16
41,90,1,9,20,30,12,24,36,20,13,5,20,31,103,-3,35,76,2,10,34,44,15,37,52,22,9,5,26,28,106,0,5
39,80,14,35,13,21,9,30,39,25,8,4,22,24,105,5,38,79,5,20,19,21,10,30,40,21,9,5,22,24,100,0,32
38,68,4,15,25,36,4,38,42,26,8,10,19,17,105,16,33,78,6,19,17,25,5,29,34,18,13,1,18,28,89,0,25
41,86,0,2,22,31,12,34,46,27,8,7,14,17,104,19,36,85,1,4,12,15,9,26,35,20,6,3,15,22,85,0,2
37,87,2,6,21,35,18,35,53,22,7,5,19,28,97,-11,40,86,1,3,27,29,6,36,42,20,12,1,14,27,108,0,7
34,90,2,10,16,28,19,35,54,26,5,4,14,19,86,5,29,75,4,20,19,21,6,35,41,15,6,5,15,26,81,0,17
36,89,10,20,20,21,10,35,45,22,4,6,11,20,102,8,36,82,5,20,17,25,8,34,42,13,7,7,7,16,94,0,30
38,82,9,13,15,21,10,29,39,23,10,3,13,20,100,1,38,77,7,19,16,29,11,29,40,24,9,7,14,22,99,0,9
42,81,4,9,15,19,7,37,44,33,6,9,15,24,103,18,31,83,4,17,19,26,13,31,44,17,5,1,13,17,85,0,14
37,71,7,12,20,26,7,27,34,29,10,7,14,19,101,8,37,82,4,13,15,17,11,26,37,18,11,3,13,28,93,0,12
40,74,7,20,16,21,12,24,36,28,12,2,19,27,103,9,34,69,4,15,22,26,9,17,26,25,8,3,20,20,94,0,11
33,76,1,4,21,25,10,28,38,21,4,4,20,20,88,-16,44,89,1,2,15,20,13,27,40,27,10,2,11,23,104,0,0
42,85,13,36,14,20,10,41,51,34,11,4,18,23,111,13,35,84,10,32,18,25,11,27,38,26,12,6,17,18,98,0,33
46,70,1,1,24,28,8,23,31,33,7,5,18,28,117,8,37,78,0,7,35,37,13,12,25,17,9,1,12,25,109,0,3
39,71,7,14,10,13,6,29,35,26,8,4,17,27,95,19,28,68,2,6,18,31,9,24,33,13,7,4,17,15,76,0,16
38,87,5,11,18,23,21,35,56,15,4,3,13,20,99,2,35,90,9,25,18,21,15,26,41,13,7,12,9,20,97,0,16
36,79,10,23,19,27,9,31,40,27,6,2,13,26,101,-4,41,80,6,21,17,23,8,33,41,29,6,3,14,20,105,0,28
36,71,6,8,33,42,11,31,42,28,10,3,12,18,111,7,42,78,3,6,17,26,8,26,34,19,8,3,12,29,104,0,19
29,81,5,17,19,24,14,36,50,19,4,10,16,27,82,-7,30,76,4,23,25,34,6,31,37,12,8,6,10,20,89,0,17
33,85,8,19,28,56,18,37,55,26,7,5,12,22,102,15,33,87,5,23,16,27,13,41,54,18,6,2,21,38,87,0,30
30,72,0,11,26,30,12,31,43,16,7,6,20,17,86,-3,36,82,4,11,13,19,11,23,34,19,11,5,13,23,89,0,17
41,85,8,28,15,24,8,38,46,29,8,7,13,20,105,3,37,82,8,28,20,24,6,34,40,15,9,2,13,21,102,0,35
45,83,2,14,16,21,7,42,49,31,6,8,19,26,108,16,35,97,5,23,17,27,19,25,44,16,9,4,10,16,92,0,19
35,93,4,20,12,16,11,27,38,11,6,4,12,21,86,-15,35,74,6,10,25,27,8,40,48,21,8,6,19,19,101,0,24
30,82,8,27,23,29,14,30,44,22,11,9,7,20,91,18,27,75,1,10,18,25,17,35,52,21,4,6,15,25,73,0,10
39,80,6,17,17,24,10,31,41,23,11,5,14,18,101,4,36,82,9,26,16,18,11,31,42,23,8,4,17,24,97,0,9
38,73,6,17,18,27,7,32,39,24,5,3,12,19,100,7,35,72,6,16,17,20,6,27,33,22,8,1,12,23,93,0,13
44,83,8,19,13,19,6,32,38,21,8,4,10,20,109,7,39,84,11,21,13,15,8,31,39,27,3,1,15,19,102,0,29
33,63,7,14,28,40,6,30,36,18,9,3,14,15,101,-1,41,77,11,25,9,13,8,26,34,21,9,2,14,25,102,0,29
44,92,12,33,6,7,13,34,47,24,5,4,13,18,106,13,35,78,7,26,16,19,6,33,39,19,6,2,13,14,93,0,36
34,84,16,44,6,12,10,28,38,23,8,5,13,18,90,-13,37,76,13,31,16,19,9,38,47,27,9,7,16,11,103,0,35
36,79,2,7,22,30,17,29,46,20,7,12,13,20,96,10,31,79,4,8,20,28,16,27,43,20,12,7,19,20,86,0,12
37,81,6,20,24,44,14,33,47,14,3,8,7,25,104,-3,35,83,9,26,28,37,15,32,47,12,7,3,7,31,107,0,29
38,75,3,13,17,27,10,31,41,25,8,11,17,21,96,-6,42,91,4,8,14,23,18,28,46,27,8,5,14,25,102,0,14
37,82,8,21,25,35,15,32,47,24,4,5,12,21,107,13,37,83,8,27,12,18,9,30,39,20,5,4,13,27,94,0,20
40,92,9,26,21,25,12,36,48,27,6,7,7,23,110,4,38,92,12,39,18,23,10,35,45,28,2,5,9,22,106,0,33
45,91,1,4,26,32,15,32,47,35,6,2,13,20,117,4,49,87,0,3,15,20,7,27,34,30,6,4,16,31,113,0,0
41,81,10,27,24,28,9,44,53,24,12,13,17,23,116,21,35,91,8,18,17,26,13,27,40,13,12,7,13,21,95,0,22
39,84,3,8,26,30,18,27,45,25,4,9,14,14,107,4,45,97,3,13,10,13,19,23,42,27,8,8,9,26,103,0,6
55,110,12,35,10,15,17,37,54,38,8,6,10,20,132,6,47,90,17,35,15,24,5,38,43,31,3,6,13,18,126,0,35
42,87,8,23,10,14,4,29,33,27,11,3,10,19,102,3,37,81,7,22,18,20,9,40,49,21,5,3,21,21,99,0,30
44,81,5,11,32,48,16,35,51,20,6,3,11,27,125,33,34,82,3,12,21,28,12,25,37,16,4,2,16,33,92,0,10
46,87,13,28,23,27,11,33,44,30,6,4,11,17,128,9,43,90,12,34,21,25,15,28,43,22,5,3,12,24,119,0,35
32,80,6,14,25,30,9,52,61,21,5,7,13,20,95,18,31,91,6,19,9,13,8,35,43,18,9,1,10,23,77,0,24
30,73,7,27,21,28,5,35,40,21,7,5,10,23,88,-5,35,93,7,26,16,23,20,36,56,16,5,4,9,16,93,0,36
46,81,2,7,17,27,6,32,38,30,8,6,11,19,111,18,39,86,0,5,15,20,13,28,41,16,3,1,14,23,93,0,7
39,91,1,4,28,49,23,29,52,30,3,6,11,32,107,1,37,74,1,7,31,45,10,32,42,20,2,7,16,37,106,0,1
36,99,1,5,33,41,28,31,59,20,7,2,14,24,106,-5,42,101,3,11,24,37,24,27,51,15,9,10,11,27,111,0,4
47,89,15,31,7,10,12,37,49,26,5,5,9,20,116,15,38,86,14,38,11,16,8,25,33,26,3,3,8,12,101,0,33
57,109,0,1,14,17,21,32,53,40,12,5,7,18,128,21,46,93,0,4,15,19,14,26,40,23,6,4,16,19,107,0,2
50,92,9,31,18,20,5,35,40,32,12,3,14,16,127,2,46,88,20,41,13,18,5,26,31,33,6,3,15,18,125,0,33
39,79,8,17,28,33,11,27,38,29,7,10,16,27,114,10,38,85,4,18,24,28,13,29,42,20,8,4,15,30,104,0,14
33,82,6,14,17,22,14,25,39,13,4,0,12,20,89,-10,36,67,8,19,19,29,7,27,34,21,5,9,9,18,99,0,22
48,93,5,22,14,19,14,21,35,30,12,3,14,22,115,15,37,73,4,11,22,27,12,24,36,24,8,7,26,23,100,0,8
31,82,1,2,27,31,12,28,40,21,9,1,17,24,90,-16,39,81,0,3,28,30,12,27,39,26,9,5,18,22,106,0,5
43,100,1,5,11,13,20,23,43,22,7,8,12,25,98,-6,35,78,4,10,30,36,15,29,44,23,7,9,17,19,104,0,5
30,76,5,17,19,27,13,26,39,20,9,3,18,24,84,-6,30,74,7,21,23,25,11,31,42,15,10,6,17,23,90,0,18
40,95,8,23,9,11,12,39,51,17,4,4,11,17,97,-4,39,91,12,38,11,19,11,38,49,25,7,4,10,13,101,0,32
39,78,10,22,29,32,7,35,42,23,7,5,17,12,117,7,46,94,6,26,12,13,8,32,40,35,5,3,13,19,110,0,33
43,81,4,8,25,32,11,34,45,27,8,9,17,24,115,13,40,88,5,15,17,28,16,25,41,22,9,2,17,26,102,0,12
38,82,6,17,18,24,13,24,37,17,11,5,6,18,100,1,38,68,9,16,14,15,5,26,31,24,1,0,14,21,99,0,23
31,72,5,18,20,30,9,27,36,17,6,4,15,18,87,-13,37,77,5,14,21,22,9,32,41,19,11,3,11,25,100,0,24
43,84,1,6,25,33,8,35,43,33,4,7,9,19,112,10,40,85,0,4,22,30,11,30,41,22,5,5,13,29,102,0,1
41,93,2,13,15,23,27,26,53,26,10,3,25,23,99,-5,43,88,0,6,18,23,13,23,36,34,11,4,15,22,104,0,3
29,65,2,6,23,36,5,31,36,23,12,4,14,27,83,3,31,75,6,29,12,20,11,36,47,16,7,6,18,31,80,0,11
42,83,7,28,15,21,11,32,43,24,9,12,21,17,106,-4,39,86,12,33,20,22,11,26,37,29,10,3,17,16,110,0,35
26,71,1,12,18,28,13,32,45,15,2,1,21,33,71,-13,27,66,3,14,27,43,9,32,41,10,10,7,11,24,84,0,19
35,79,13,23,17,22,13,24,37,27,9,6,21,20,100,-8,41,83,6,20,20,22,14,25,39,19,11,3,17,22,108,0,11
45,85,2,7,26,33,11,35,46,31,4,7,13,19,118,2,47,93,2,5,20,26,11,28,39,29,8,2,10,23,116,0,3
37,74,8,16,12,14,9,34,43,24,6,6,10,19,94,23,30,89,2,8,9,12,19,27,46,11,5,5,11,16,71,0,13
41,83,7,20,14,19,16,24,40,14,7,2,13,16,103,6,40,73,6,13,11,14,7,21,28,20,9,3,17,21,97,0,10
44,79,11,26,16,23,7,22,29,27,13,5,16,26,115,14,33,71,6,20,29,38,12,25,37,14,6,2,23,27,101,1,27
47,84,1,2,33,45,12,37,49,36,10,11,21,24,128,25,44,95,0,0,15,22,11,24,35,36,4,2,20,31,103,0,0
41,81,11,27,8,13,4,38,42,24,8,8,19,16,101,7,37,94,10,36,10,18,16,33,49,17,14,3,13,10,94,0,36
35,82,9,30,11,17,11,20,31,22,11,6,15,25,90,-4,33,73,2,9,26,31,14,32,46,19,11,4,24,20,94,0,17
26,77,4,17,20,26,11,36,47,16,7,8,15,21,76,2,28,80,4,15,14,25,10,34,44,19,8,4,13,17,74,0,26
47,95,5,8,21,26,15,29,44,31,9,3,16,21,120,15,43,95,0,2,19,24,17,27,44,22,8,7,18,22,105,0,6
42,78,3,10,13,16,10,34,44,24,5,10,10,21,100,10,37,80,2,10,14,21,12,25,37,14,7,4,8,19,90,0,10
39,90,13,33,22,27,11,41,52,17,5,6,16,23,113,-6,40,91,12,36,27,35,6,36,42,25,11,11,7,19,119,1,31
42,76,12,28,8,12,8,31,39,32,8,2,22,17,104,2,43,85,13,32,3,8,9,24,33,28,15,0,18,19,102,0,34
38,66,4,12,36,50,14,24,38,25,10,6,21,31,116,5,40,83,2,8,29,42,16,16,32,26,10,2,13,35,111,0,22
29,68,4,19,22,32,11,36,47,19,16,5,18,23,84,20,20,66,7,20,17,29,10,33,43,14,13,2,24,26,64,0,11
29,83,3,20,14,21,12,37,49,14,5,5,13,17,75,-12,30,78,9,27,18,20,8,45,53,19,5,2,12,21,87,0,31
40,84,3,12,26,33,16,40,56,20,2,5,14,21,109,7,38,90,6,22,20,28,13,25,38,20,7,5,5,23,102,1,21
25,79,2,14,25,32,13,33,46,20,9,4,15,24,77,-9,31,80,4,16,20,27,13,38,51,18,8,6,14,26,86,0,15
36,86,5,16,23,26,12,31,43,17,8,5,6,26,100,10,33,75,1,6,23,39,10,32,42,10,3,4,12,26,90,0,17
47,87,13,27,24,26,6,26,32,32,14,3,14,25,131,10,44,86,7,21,26,34,13,26,39,28,7,2,18,19,121,0,24
45,83,6,16,10,13,11,34,45,27,8,7,17,18,106,22,31,85,4,16,18,20,15,25,40,16,7,0,19,19,84,0,21
41,85,5,17,27,30,17,30,47,27,10,12,17,13,114,9,47,102,8,25,3,5,16,25,41,25,9,8,16,27,105,0,29
41,82,4,21,28,34,15,39,54,23,10,6,20,28,114,13,34,84,4,21,29,35,9,22,31,19,8,2,14,25,101,0,29
37,79,6,12,17,24,12,27,39,25,7,8,17,21,97,5,34,70,4,10,20,28,7,27,34,14,9,5,18,23,92,0,11
35,70,5,15,25,36,8,40,48,24,4,2,21,32,100,14,26,77,10,30,24,39,10,28,38,15,7,3,18,31,86,0,22
29,68,4,10,32,42,10,34,44,18,5,6,18,23,94,22,27,77,5,12,13,20,11,27,38,15,10,7,23,33,72,0,17
37,78,12,17,17,22,13,27,40,28,11,2,16,21,103,18,30,70,4,18,21,23,9,26,35,17,12,6,19,23,85,0,12
41,102,3,19,22,26,16,30,46,24,9,4,6,15,107,-3,42,88,7,20,19,20,11,37,48,27,4,7,15,28,110,0,17
38,82,4,13,13,22,11,28,39,23,4,4,12,16,93,-10,41,74,4,10,17,21,5,27,32,27,6,6,8,17,103,0,19
40,81,10,28,11,13,6,30,36,29,9,5,10,16,101,11,33,72,7,19,17,23,6,31,37,23,5,2,14,14,90,0,28
36,80,7,17,31,40,10,36,46,27,5,3,15,20,110,6,38,79,7,22,21,25,2,32,34,25,9,3,13,31,104,0,24
45,84,15,28,15,19,11,28,39,33,13,3,13,21,120,13,42,82,11,30,12,17,10,29,39,20,6,4,18,19,107,0,32
36,98,3,23,15,19,14,34,48,18,8,5,13,18,90,-24,43,87,13,27,15,21,9,43,52,20,5,2,15,20,114,0,23
34,83,10,27,20,27,11,31,42,21,7,1,17,14,98,-6,39,78,11,31,15,17,5,35,40,25,10,8,18,23,104,0,32
36,86,5,17,16,25,10,38,48,25,9,3,17,26,93,8,37,84,5,14,6,21,10,33,43,22,7,2,17,25,85,0,17
46,80,2,10,27,30,8,36,44,28,8,4,21,16,121,10,46,102,2,6,17,19,17,25,42,28,13,5,15,27,111,0,2
46,87,13,28,8,17,10,29,39,31,6,2,16,16,113,-10,50,88,11,26,12,19,8,35,43,31,10,0,12,16,123,0,31
47,99,13,36,8,15,18,33,51,28,10,5,14,17,115,6,40,81,14,31,15,22,7,31,38,16,11,3,14,15,109,0,36
44,96,0,1,25,30,19,28,47,27,15,4,18,26,113,3,45,88,3,5,17,24,13,31,44,20,7,8,22,24,110,0,3
40,94,8,13,23,24,20,30,50,27,5,6,15,17,111,2,44,92,11,19,10,17,16,25,41,30,7,5,13,18,109,0,8
36,73,4,14,11,22,11,28,39,24,9,7,17,24,87,-2,33,83,4,11,19,26,15,25,40,16,9,4,15,21,89,0,20
29,67,8,19,22,37,6,34,40,20,9,3,13,17,88,7,31,76,4,13,15,22,10,30,40,13,5,5,17,30,81,0,21
30,81,2,12,29,40,17,24,41,11,6,4,16,29,91,-22,47,84,1,2,18,28,14,35,49,27,5,7,14,30,113,0,7
34,80,6,22,14,25,9,29,38,22,9,3,15,21,88,-5,36,79,1,19,20,21,9,35,44,17,5,9,13,20,93,0,28
42,91,0,2,25,31,19,24,43,26,9,6,15,23,109,4,39,86,2,4,25,29,18,24,42,25,6,8,17,22,105,0,1
38,99,3,10,15,24,16,38,54,23,7,5,15,26,94,-10,37,90,2,6,28,33,14,34,48,17,11,3,12,26,104,0,8
50,108,10,28,14,17,21,32,53,29,6,7,9,19,124,2,47,95,16,34,12,17,8,33,41,30,3,8,13,15,122,0,34
48,97,3,4,22,26,17,25,42,26,18,4,8,18,121,16,40,69,3,7,22,27,11,25,36,21,6,9,23,23,105,0,3
46,94,2,5,16,20,15,35,50,26,8,6,18,25,110,-6,48,101,0,2,20,28,19,30,49,27,8,4,13,20,116,0,0
33,80,6,15,17,27,10,25,35,22,10,2,11,16,89,-11,39,74,4,13,18,23,6,35,41,27,7,10,15,23,100,0,28
29,74,2,11,12,18,12,27,39,17,10,5,21,21,72,-7,26,74,5,15,22,26,17,27,44,21,12,6,16,17,79,0,11
61,106,9,17,23,31,16,30,46,38,22,9,13,25,154,56,32,82,4,9,30,39,8,29,37,23,8,7,29,23,98,0,7
49,90,2,7,16,26,14,33,47,34,8,5,12,19,116,20,38,89,3,6,17,22,17,29,46,29,7,6,15,20,96,0,7
47,82,4,15,34,44,19,25,44,40,11,7,18,26,132,18,38,89,7,12,31,41,20,17,37,18,10,6,16,30,114,0,12
35,78,7,19,30,34,15,33,48,23,8,4,14,19,107,17,38,76,7,17,7,14,6,26,32,23,5,3,16,26,90,1,27
33,78,5,27,23,38,9,35,44,18,11,3,18,20,94,-27,46,89,21,40,8,16,7,36,43,38,10,2,16,26,121,1,30
36,84,0,4,27,37,13,37,50,25,8,8,13,27,99,1,37,77,1,3,23,32,8,34,42,31,4,3,14,29,98,0,1
36,83,3,6,31,38,14,34,48,23,5,9,14,24,106,3,39,89,6,14,19,22,10,31,41,17,5,9,17,29,103,0,7
43,90,9,19,11,17,17,38,55,27,3,5,15,20,106,3,39,89,12,24,13,21,14,30,44,27,8,5,13,22,103,0,10
35,69,6,22,38,43,7,38,45,19,5,8,16,24,114,10,41,93,6,16,16,26,11,28,39,24,6,4,11,27,104,0,26
40,85,9,20,20,27,14,39,53,19,7,5,16,26,109,5,33,90,10,40,28,32,15,31,46,16,9,4,11,21,104,0,28
39,87,0,6,15,26,15,27,42,23,4,2,14,23,93,-9,42,81,0,2,18,24,12,37,49,25,6,4,15,22,102,0,2
32,67,4,18,29,33,8,29,37,16,4,8,18,22,97,5,35,85,12,23,10,18,15,21,36,26,11,3,11,24,92,1,22
33,81,8,25,19,29,12,30,42,23,11,5,12,17,93,6,31,83,6,20,19,22,17,35,52,22,9,4,19,19,87,0,26
39,81,4,13,20,34,17,40,57,24,2,5,26,19,102,10,37,89,9,22,9,13,8,27,35,27,7,4,14,27,92,1,15
35,69,8,19,29,34,6,37,43,22,7,6,15,22,107,16,35,85,4,16,17,23,13,28,41,17,6,3,13,23,91,0,29
43,94,3,14,18,24,14,26,40,26,10,1,9,21,107,-5,46,87,6,16,14,18,11,36,47,26,4,6,14,21,112,0,24
32,87,3,12,19,22,12,30,42,12,2,3,10,14,86,-27,44,88,12,30,13,17,9,37,46,26,7,8,9,18,113,0,29
53,93,0,4,19,24,12,25,37,35,13,2,18,26,125,10,45,82,0,3,25,33,10,22,32,39,11,1,21,23,115,0,3
42,80,1,2,17,24,8,22,30,21,19,5,13,27,102,3,37,68,3,8,22,29,6,25,31,21,4,3,25,19,99,0,8
48,96,13,37,17,24,13,40,53,33,8,7,14,23,126,12,44,101,13,43,13,16,13,37,50,25,7,4,17,19,114,0,36
27,75,7,18,24,29,12,27,39,20,8,3,20,17,85,-12,41,86,4,8,11,15,16,33,49,21,7,2,20,27,97,0,11
35,76,3,17,28,32,10,33,43,19,14,7,17,17,101,-2,42,88,10,28,9,17,9,29,38,25,10,3,17,21,103,0,12
34,68,3,13,23,29,11,32,43,22,8,6,16,18,94,14,33,80,3,11,11,16,7,21,28,25,11,2,12,21,80,0,17
40,85,0,2,17,27,11,26,37,23,10,10,18,18,97,7,36,80,2,4,16,21,16,35,51,14,6,3,28,23,90,0,3
37,94,7,12,17,24,19,15,34,24,15,5,12,17,98,-2,41,65,6,11,12,24,8,34,42,33,8,10,28,25,100,0,12
37,80,12,29,17,21,11,36,47,19,6,2,12,20,103,13,35,79,9,20,11,22,8,26,34,17,6,3,10,21,90,1,23
37,91,16,39,28,34,6,46,52,29,8,6,14,16,118,2,45,104,10,26,16,22,12,43,55,26,6,4,10,27,116,0,28
41,72,3,8,20,25,9,25,34,20,6,0,22,26,105,2,38,80,6,18,21,33,15,19,34,18,12,6,13,27,103,0,20
27,65,3,12,16,21,6,24,30,18,12,1,18,25,73,-3,27,61,7,14,15,19,10,29,39,15,8,2,27,24,76,0,11
43,83,2,13,12,17,9,30,39,29,15,6,16,26,100,19,30,78,1,8,20,26,11,27,38,18,4,7,22,18,81,0,15
39,83,12,31,13,21,13,21,34,30,8,4,18,15,103,-17,46,80,15,31,13,17,6,31,37,24,9,2,17,17,120,0,35
43,82,4,6,25,34,10,24,34,25,14,5,10,21,115,5,45,86,5,13,15,22,14,28,42,29,7,4,18,23,110,0,4
41,81,3,11,14,21,9,25,34,22,8,7,14,25,99,15,30,74,4,23,20,28,8,28,36,16,5,2,19,22,84,0,14
45,78,5,11,23,28,7,33,40,32,11,3,12,19,118,24,35,86,7,23,17,23,15,29,44,18,6,2,15,20,94,0,17
43,97,12,34,9,10,11,39,50,31,9,10,15,19,107,8,41,98,2,18,15,16,11,39,50,22,12,4,13,13,99,0,30
35,82,10,27,28,34,16,21,37,18,5,4,14,26,108,-3,38,71,4,10,31,37,9,30,39,24,8,3,17,22,111,0,17
51,79,2,3,30,34,11,28,39,35,5,8,12,18,134,25,47,88,1,4,14,15,7,17,24,26,7,5,9,27,109,0,2
45,87,8,23,21,27,12,37,49,28,7,4,13,18,119,19,38,92,9,30,15,20,11,28,39,22,6,6,12,21,100,0,36
40,95,13,41,16,19,11,31,42,20,6,3,8,18,109,-19,47,91,16,36,18,20,8,42,50,24,3,2,10,17,128,0,35
34,82,4,14,19,28,13,31,44,12,7,1,19,28,91,-6,38,88,1,4,20,30,20,29,49,16,7,4,17,23,97,0,5
31,72,4,11,23,28,7,43,50,21,6,4,12,23,89,11,25,75,2,21,26,33,10,33,43,17,7,2,12,24,78,0,20
35,89,8,22,14,19,11,30,41,24,3,14,13,25,92,-10,37,89,5,18,23,27,17,34,51,16,6,5,17,20,102,0,23
47,92,7,17,23,27,11,38,49,21,9,7,14,25,124,4,43,88,11,28,23,29,5,29,34,24,10,3,15,23,120,0,32
39,83,8,27,24,27,11,33,44,23,8,3,10,18,110,3,39,82,18,36,11,14,7,31,38,25,2,2,12,22,107,0,33
42,94,4,20,21,26,10,40,50,16,7,10,11,29,109,3,32,85,13,37,29,40,14,40,54,19,6,6,14,28,106,0,31
40,94,12,30,8,10,10,28,38,29,4,5,15,18,100,-32,53,98,13,31,13,16,13,35,48,39,9,7,14,19,132,0,33
30,86,10,42,17,21,16,30,46,13,14,0,23,17,87,-11,39,87,9,28,11,17,15,39,54,22,11,8,26,19,98,0,29
30,79,4,16,26,34,17,30,47,19,6,3,13,18,90,11,31,86,4,19,13,20,22,31,53,13,7,5,17,26,79,0,20
42,70,9,18,20,25,4,26,30,25,12,6,15,20,113,27,32,71,3,9,19,25,10,25,35,13,6,1,22,22,86,0,26
37,80,9,17,22,35,10,31,41,26,8,6,11,25,105,-2,34,81,5,21,34,40,15,30,45,16,5,3,13,25,107,0,19
29,77,4,12,25,35,12,38,50,22,4,5,14,17,87,-11,39,84,6,12,14,21,9,29,38,24,3,4,8,24,98,0,19
34,83,2,15,22,25,8,31,39,14,7,5,14,27,92,-5,29,70,5,13,34,42,8,34,42,18,8,4,15,22,97,0,22
30,71,4,11,14,21,7,14,21,21,8,10,16,22,78,-29,37,76,10,21,23,24,14,30,44,15,5,6,21,19,107,0,25
42,82,8,21,18,31,9,29,38,26,7,7,8,17,110,8,37,80,7,16,21,27,7,29,36,19,7,1,10,24,102,0,16
40,68,13,25,17,22,5,34,39,30,8,4,23,14,110,15,37,78,12,29,9,11,7,22,29,16,14,2,18,21,95,1,28
39,92,9,32,25,29,10,34,44,25,13,7,16,22,112,-8,45,92,12,30,18,26,12,35,47,28,10,4,21,25,120,0,33
42,98,10,31,18,25,9,33,42,19,7,7,12,33,112,-2,39,91,3,16,33,39,13,47,60,16,6,4,16,27,114,0,29
37,89,1,5,19,25,10,23,33,22,5,4,11,28,94,-20,46,83,0,2,22,36,16,37,53,32,8,4,16,23,114,1,0
34,86,3,18,16,25,13,30,43,17,11,8,18,30,87,-7,31,69,2,8,30,40,8,38,46,20,12,7,21,26,94,0,11
